year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,rev_tot,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_wht,pop_blk,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname
2007-2011,01,001,3,49742600,2101800,9306200,56454720,46527280,9626120,7847960,34602200,53944,41653,9755,1298,0.10878692317739919,0.050941389,66834.76,31043.4,378.25,522.5,0.3333333333333333,34.666666666666664,33860,"Montgomery, AL Metropolitan Statistical Area"
2007-2011,01,005,1,28588200,1037879.9999999999,5537840,33706920,24709480,5992920,5124920,18292480,27546,12941,12632,1344,0.2471759447379114,0.1164160910199106,42210.84,19714.76,88.66666666666667,73,0.055555556,8.666666666666666,NA,NA
2007-2011,01,007,0,13036120,80600,2421720,13601560,8257160,5344400,1883560,6363680,22746,17084,5153,375,0.156548941,0.062111801242236024,50227.44,22892.88,53.55555555555556,72.16666666666667,0.055555556,6,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area"
2007-2011,01,009,0,36644480,1703760,6853480,33338640,23612079.999999996,7676840,6288040,17807640,57140,50891,806,4475,0.13708269403735251,0.052448724053401057,56300.96,26269.4,99.07142857142857,149.35714285714286,0.071428571,11.571428571428571,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area"
2007-2011,01,011,0,10940520,0,2285320,11783720,6335160,5448560,2630040,4615280,10877,2431,7619,684,0.25991399904443385,0.1549928332537028,39624.2,25640.72,79.85714285714286,108,0.2857142857142857,7.571428571428571,NA,NA
2007-2011,01,013,1,30533760,487320,4067200,25048e3,18948440,6099560,3842759.9999999995,15601680,20860,11338,9091,91,0.25713591052759543,0.099927061,38778.52,21192.84,137.33333333333334,154.8,0.2,11.933333333333334,NA,NA
2007-2011,01,015,5,187392520,3881200,21140760,222413840,141444320,59609280,25640720,104643600,117614,86884,24103,3720,0.2041257230469022,0.089448742,48939.08,25919.72,429.60714285714283,710.8214285714286,1.3571428571428572,30.571428571428573,11500,"Anniston-Oxford, AL Metropolitan Statistical Area"
2007-2011,01,019,1,16241520,1372680,2596560,17302960,12635600,4667360,3293440,11527039.999999998,25819,23758,1283,331,0.20781836130306022,0.066614018,46912.92,26874.52,71.64285714285714,129.92857142857142,0.071428571,9.785714285714286,NA,NA
2007-2011,01,021,0,36301e3,1917040,7172160,39094720,29778600,5433680,10785520,24990960,43444,35501,4169,3052,0.17382503489995346,0.067263844,50118.32,25824.24,205.89473684210526,228.05263157894737,0.10526315789473684,14.105263157894736,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area"
2007-2011,01,023,1,13161360,0,1939360,14512960,9445080,5067880,3724960,4216e3,13953,7727,6011,37,0.20488653664902487,0.07068803,39913.12,22569.24,8.818181818181818,16.636363636363637,0,3.5454545454545454,NA,NA
2007-2011,01,025,1,33430400,1318120,5372920,34836560,26841040,5385320,3422400,22631240,26046,14088,10872,287,0.2722588144130182,0.079077877,36788.32,22904.04,82,74.8125,0.875,10.4375,NA,NA
2007-2011,01,027,1,11143880,0,2692040,11173640,6273160,4900480,2006320,4367280,14010,11228,2213,378,0.18739489654163924,0.050010967,43908.4,22672.16,98.09090909,54.72727272727273,0,8.363636363636363,NA,NA
2007-2011,01,031,0,62035960,1774440,7790920,58505680,42117840,7072960,7302360,30920640,49221,35761,8565,2921,0.17730100659349746,0.072177094,52160.6,28461.72,153.11111111111111,186.27777777777777,0.5555555555555556,19.055555555555557,NA,NA
2007-2011,01,033,1,188711880,2063360.0000000002,9896440,196416e3,68844800,23412440,15094520,43321880,54478,43457,8785,1115,0.164837614,0.060070934,49906.28,26899.32,117.15384615384616,255.03846153846155,0.11538461538461539,16.576923076923077,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area"
2007-2011,01,037,0,12050320,0,1826520,12543840,6002840,5286120,1726080,4069680,11303,7418,3598,196,0.18796855000914245,0.092247212,46116.84,24757.84,68.625,98.75,0.25,5.125,NA,NA
2007-2011,01,041,0,19972680,2218360,1884800,19692440,9290080,4405720,3065280,5570080,13938,9984,3131,193,0.16927102260338686,0.068246239,47170.84,27271.32,84.2,93.10000000000001,0.1,6.6,NA,NA
2007-2011,01,047,0,54253720,0,15860840,54972920,43159440,11813480,12232600,35137880,43868,12911,30207,316,0.34697123363451965,0.15809976028028766,33367.159999999996,21401.16,1300.5714285714287,1214.5714285714287,2.571428571428571,38.85714285714286,NA,NA
2007-2011,01,051,3,52205240,2458920,8614280,54021840,40637280,7907480,7671880,28378640,78641,58959,15757,2071,0.12395691093915946,0.05383374,67990.44,29546.72,179.68421052631578,265.42105263157896,0.42105263157894735,16.210526315789473,33860,"Montgomery, AL Metropolitan Statistical Area"
2007-2011,01,053,3,42895320,1530160,8020320,45893640,28335240,6074760,4502440,22254280,38081,23439,12088,733,0.23712714075082228,0.12702733356016785,39231.12,20471.16,139.30434782608697,182.65217391304347,0.3913043478260869,19.956521739130434,NA,NA
2007-2011,01,055,4,153528120,4220960,25893680,160819320,133951e3,18014720,17152920,108633920,104216,82881,15687,3371,0.17984029399978496,0.068818234,46837.28,25814.32,345,492.37931034482756,0.5862068965517242,28.137931034482758,23460,"Gadsden, AL Metropolitan Statistical Area"
2007-2011,01,057,0,14202960,400520,1780640,41732200,13641240,27301079.999999996,3679080,11394360,17361,14911,1923,198,0.1971500615727438,0.060927696,41388.72,22736.64,59.72727272727273,95.09090909,0.090909091,9.545454545454545,NA,NA
2007-2011,01,059,0,55804960,6827440,3909720,46868280,20513320,4428040,5421280,13467640,31532,25353,1344,4417,0.20107402405299377,0.076146376,44430.44,23206.6,109.73333333333333,111.53333333333333,0.2,12.066666666666666,NA,NA
2007-2011,01,061,1,34633200,0,4212280,35415640,19252240,9070600,3620800,10435840,26646,22569,2560,877,0.1911249809712285,0.078208251,43693.88,24948.8,101.33333333333333,99.05555555555556,0.2222222222222222,7.777777777777778,20020,"Dothan, AL Metropolitan Statistical Area"
2007-2011,01,063,0,7325920,544360,1272240,7657e3,4353640,2838360,1443360,3216560,9170,1644,7489,0,0.3173055859802848,0.14797371303395399,28524.96,18860.4,155,127.875,0.125,8.875,46220,"Tuscaloosa, AL Metropolitan Statistical Area"
2007-2011,01,065,0,15909200,0,2657320,17100840,9838160,5438640,1688879.9999999998,5267519.999999999,15972,6337,9436,54,0.25866904640489546,0.10638704742478328,36252.64,20435.2,141.5,146.4,0.6000000000000001,7.6,46220,"Tuscaloosa, AL Metropolitan Statistical Area"
2007-2011,01,069,5,244573880,7061800,26288e3,243444240,121203800,12561200,18254040,93925040,100310,69201,25519,2799,0.17115433190199544,0.071351351,51789.84,28708.48,548.7727272727273,692.7272727272727,0.7272727272727273,36.90909090909091,20020,"Dothan, AL Metropolitan Statistical Area"
2007-2011,01,075,0,16200600,452600,1773200,17169040,9159880,7159760,2104280,6120640,14644,12574,1762,179,0.1910431231397522,0.072402575,43041.64,25872.6,26.90909090909091,27.636363636363637,0,6.909090909090909,NA,NA
2007-2011,01,077,5,261719360,3230200,14291e3,292455240,92660240,25593600,21148200,72645400,92269,79065,9379,1995,0.17382492358126966,0.079486555,49230.48,28138.079999999998,108.92857142857143,356.75,0.5,20.357142857142858,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area"
2007-2011,01,079,2,37460400,1173040,10513960,25320800,14147160,8672560,3233920,868e4,34250,26325,3860,604,0.14386945016171715,0.057747721,49611.159999999996,24398.24,104.19047619047619,88.76190476190476,0.047619047619047616,6.3809523809523805,19460,"Decatur, AL Metropolitan Statistical Area"
2007-2011,01,081,3,214043840,21088680,22916440,239615120,174047639.99999997,18685560,39187720,126680880,137855,96557,31610,4374,0.19792500415301206,0.094779286,52476.8,28538.6,564.9,1943.2,2.7,79.4,12220,"Auburn-Opelika, AL Metropolitan Statistical Area"
2007-2011,01,085,0,10662760,0,2079480,12697600,11073200,1216440,3501759.9999999995,9349600,11538,2924,8520,82,0.2728303532490188,0.11303968600087222,34602.2,21912.04,66.81818181818181,79.18181818181819,0.2727272727272727,5.2727272727272725,33860,"Montgomery, AL Metropolitan Statistical Area"
2007-2011,01,087,0,9149960,6200,1970360,9441360,6486440,376960,837e3,5074080,21489,3268,17754,239,0.26715557883708746,0.10890518596123624,36400.2,20786.12,202.86666666666667,288.93333333333334,1.1333333333333333,13,NA,NA
2007-2011,01,089,12,954875640,208320,75379600,1085612560,481008400,45512960,96762160,331682640,329299,219333,77988,14124,0.1236806116740225,0.054842419344812585,71241.72,38077.92,1103.0714285714287,1920.75,2.9285714285714284,84.75,26620,"Huntsville, AL Metropolitan Statistical Area"
2007-2011,01,091,0,18261480,644800,3233920,21037840,16689160,3472e3,3573680,14763440,21130,9658,11266,77,0.20803182057794603,0.074327886,43604.6,23653,176.75,219.08333333333334,0.41666666666666663,12.666666666666666,NA,NA
2007-2011,01,095,1,126126600,1758320,16742480,138299680,75292800,16246480,15702119.999999998,60406600,92052,77815,1581,10557,0.19657556075742091,0.088446364,47818.12,25531.6,309.48,445.8,0.4,21.88,NA,NA
2007-2011,01,101,9,499924600,108589280,65933280,449316480,351000600,66533440,57824920,298082360,228939,89974,124127,7677,0.19687414687414687,0.077404677,55287.88,30988.84,1162.625,3174.9375,7.8125,171.375,33860,"Montgomery, AL Metropolitan Statistical Area"
2007-2011,01,103,3,348626e3,6572e3,24077079.999999996,322345440,137878080,24814880,24064680,85066480,118521,92586,14009,8529,0.14861874204270664,0.053165400620348455,56499.36,29204.48,300.3793103448276,611.3448275862069,0.3793103448275862,32.51724137931035,19460,"Decatur, AL Metropolitan Statistical Area"
2007-2011,01,105,0,11009960,0,1454520,13098120,8453080,3829120,1884800,6868360,10620,3162,7286,25,0.25439742687707306,0.10463363152075586,33755.28,17710.92,81.66666666666667,111,0.1111111111111111,6.666666666666667,NA,NA
2007-2011,01,107,0,23708800,921320,3073960,23770800,10952920,7931040,3503e3,5861480,19765,11033,8306,266,0.27667111613101963,0.11530958003901838,36079.04,20224.4,42.77272727272727,42.22727272727273,0.090909091,4.818181818181818,NA,NA
2007-2011,01,109,1,73641120,1037879.9999999999,7568960,77989800,26291720,12791840,5190640,18034560,32471,18675,11773,731,0.2708108285050247,0.1395135683655766,38661.96,23975.4,144.64285714285714,282.7857142857143,0.21428571428571427,19.928571428571427,NA,NA
2007-2011,01,113,1,59325320,603880,12421080,67733760,54117320,7285e3,12454560,36057960,52490,27480,21823,1894,0.21179106784113738,0.073327152,41854.96,22608.92,435.625,875.75,1.5,56,17980,"Columbus, GA-AL Metropolitan Statistical Area"
2007-2011,01,115,1,72273400,2378320,13223360,69633440,54431040,12894760,11126520,44141520,82363,71934,7236,1690,0.1339556855246879,0.058348642197478096,61008,28487.76,114.16129032258064,183.3548387096774,0.3225806451612903,14.03225806451613,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area"
2007-2011,01,117,1,229080080,11502240,35403240,280969120,227792960,29009800,35720680,130899360,191705,154877,20165,10562,0.072283814,0.032351388,85414.92,42440.24,172.19354838709677,367.19354838709677,0.22580645161290322,41.45161290322581,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area"
2007-2011,01,119,1,19569680,1045319.9999999999,2006320,19296880,11586560,4586760,2718080,7731400,13758,3346,10145,106,0.3803057287028792,0.19842683288809737,27235.36,17511.28,44.1,71.8,0.2,5.5,NA,NA
2007-2011,01,121,1,75073319.99999999,4594200,9490960,81415920,62658440,13957440,13332480,48129360,82265,53158,26405,1632,0.2167279644895371,0.089093215,45395.159999999996,23413.68,640.2352941176471,726.9411764705883,0.6470588235294118,30,NA,NA
2007-2011,01,125,1,295511840,12357840,44647440,329301840,219729240,74536400,39853600,153316080,191489,124560,57059,5580,0.19896679047650354,0.10290460068588458,53987.12,27836.76,962.7894736842105,1721.8947368421052,2.789473684210526,89.94736842105263,46220,"Tuscaloosa, AL Metropolitan Statistical Area"
2007-2011,01,129,1,14194280,280240,1678960,13888e3,8300559.999999999,5250160,4625200,7782240,17487,11407,4446,110,0.17407407407407408,0.05474537,49954.64,24596.64,69.3125,39,0.0625,5.75,NA,NA
2007-2011,01,133,0,24307720,555520,2602759.9999999995,24878120,16282440,6657560,2902840,13332480,24593,23327,208,648,0.21156634491901072,0.064045735,40370.68,23024.32,102.76470588235294,122.58823529411765,0.11764705882352941,7.176470588235294,NA,NA
2007-2011,02,020,4,1643055800,0,104984600,1676942520,838391280,579034120,506558600,581743520,287390,181797,15844,21645,0.078417353,0.036115735,93601.4,44119.2,2337.875,3577.375,6.25,180.75,11260,"Anchorage, AK Metropolitan Statistical Area"
2007-2011,02,060,0,12142080,0,866760,13225840,6397160,6828680,2460160,3617080,1035,536,1,45,0.060194175,0.040776699029126215,99200,44616.44,28.5,49,0,4,NA,NA
2007-2011,02,070,0,23319440,498480,1454520,24707e3,9034640,14912240,2041040,5948280,4845,899,16,107,0.1969665489299813,0.079368377,71524.44,28027.72,123.5,65,0.25,6,NA,NA
2007-2011,02,090,2,48992400,0,10060120,59958960,48429440,10947960,15413200,25341880,96161,71228,4352,5646,0.078242529,0.03799675,85463.28,39099.68,271.9375,385.5,0.5,23.5,21820,"Fairbanks, AK Metropolitan Statistical Area"
2007-2011,02,100,0,11564240,0,567920,14521640,7763640,6425680,2570520,5634560,2519,2032,5,31,0.059059863,0.014865407794294898,64067.08,37311.6,29.5,45,0,2,NA,NA
2007-2011,02,110,1,303043600,0,16519279.999999998,310703080,234219880,71235520,46547120,100106440,31244,21153,240,1666,0.063482743,0.027533111502577153,96056.6,46244.56,769,1373.5,0.5,44,NA,NA
2007-2011,02,170,0,54083840,0,10552400,57333880,34426120,20874160,1742200,22626280,86817,72082,859,3278,0.096545263,0.045251200374751145,87225.31999999999,36322.08,105.125,344.25,0,19,11260,"Anchorage, AK Metropolitan Statistical Area"
2007-2011,02,220,1,98298520,0,5829240,100399080,57137960,28842400,6157840,19211320,8879,5693,34,444,0.068580727653144255,0.031500639,86549.52,40239.24,89.25,278.25,0.25,18,NA,NA
2007-2011,02,261,0,77852160,579080,2659800,90057480,69089080,19707320,38945920,43423560,9596,6867,52,106,0.066935398,0.027049963,77175.12,38475.96,35,54.57142857142857,0,7.571428571428571,NA,NA
2007-2011,04,003,2,315934640,24085760,46270600,329785440,200449720,121741960,54388880,97632640,130464,76561,4923,41860,0.1615159690473498,0.068108754,56923.44,28887.04,231.9,504.43333333333334,0.8,30,NA,NA
2007-2011,04,007,0,107500560,5034400,14909760,110394720,58721440,45014480,19383680,43414880,53380,35184,226,9479,0.20875923586386433,0.1091650396232916,47002.2,24921.52,204.75,278.8,0.2,25.9,NA,NA
2007-2011,04,011,0,22142680,1838920,959760,27111360,9893960,17052480,1946800,4042400,8472,4093,55,3932,0.1723109945146673,0.090269497,61243.6,25253.84,24.714285714285715,42.14285714285714,0,9.714285714285714,NA,NA
2007-2011,04,012,0,55579280,6532320,9737720,58674320,22600240,34821680,6243400,13807400,20521,12878,217,4732,0.19386448690171362,0.066574749,39952.8,26483.92,72.28571428571429,195.64285714285714,0.2857142857142857,19.28571428571429,NA,NA
2007-2011,04,013,53,11795193720,486946760,1425857400,12099965880,6910072360,3840654480,1116571640,4024818040,3798374,2245777,185533,1115360,0.14868477419471862,0.069993422,68322.76,34522.84,2476.382716049383,7872.432098765432,12.617283950617283,375.65432098765433,38060,"Phoenix-Mesa-Glendale, AZ Metropolitan Statistical Area"
2007-2011,04,015,2,494767440,20846880,63990200,509493680,301276600,179436680,65975440,197922600,200690,159936,1998,29469,0.16766125583005764,0.075592171,50310.52,26606.68,391.03846153846155,1148.6153846153845,1.9230769230769231,54.96153846153846,NA,NA
2007-2011,04,017,2,181963800,23591e3,23569920,210600360,129075319.99999999,74672800,24392040,86026240,107418,46935,966,11486,0.26238860545031634,0.13082099338572425,48329,21084.96,277.4642857142857,378.9642857142857,0.9285714285714285,24.642857142857142,NA,NA
2007-2011,04,019,21,3021746080,140995440,367382240,2855901040,1416636760,1134032080,484273320,898176640,974181,542627,34836,332417,0.17384210315511212,0.079168713,57462.84,31591.48,2027.2105263157894,2781.8947368421054,8.210526315789474,206.05263157894737,46060,"Tucson, AZ Metropolitan Statistical Area"
2007-2011,04,021,3,650537480,21135800,78297319.99999999,773292520,518527080,245971360,93659680,310231880,351709,205003,15254,101324,0.14312443837167793,0.069118751,63502.88,26559.56,294.9318181818182,980.9772727272727,1.7727272727272727,51.97727272727273,38060,"Phoenix-Mesa-Glendale, AZ Metropolitan Statistical Area"
2007-2011,04,023,0,117125440,6118160,20086760,130450480,69103960,57924120,14530320,47423800,46727,7472,263,38446,0.261533163,0.086840462,47234.08,21795.48,102.375,531,0.25,51.5,NA,NA
2007-2011,04,025,3,537639200,19795360,60762480,551029960,343817279.99999994,176299480,73410480,197156280,210838,173140,1135,28266,0.14932913379759394,0.068391751,54664.159999999996,32274.72,193.20454545454547,448.72727272727275,0.4772727272727273,38.54545454545455,39140,"Prescott, AZ Metropolitan Statistical Area"
2007-2011,04,027,1,526680079.99999994,43528960,56142240,407983560,235416480,143034e3,49586360,160510560,193995,69873,3989,114400,0.20775495541865716,0.078991813,51386.84,23284.72,403.0909090909091,859.6818181818182,1.5909090909090908,52.63636363636364,49740,"Yuma, AZ Metropolitan Statistical Area"
2007-2011,05,001,0,34878720,2000120,3723720,32997640,23742280,7350720,4273040,15605400,19146,13648,4664,472,0.18225252308353018,0.044019755,48342.64,27552.8,155.41666666666666,256.5833333333333,0.5,12,NA,NA
2007-2011,05,009,0,30071240,1063920,4622720,33773880,21964120,7807040,3655520,15688480,36908,35137,96,690,0.15755786685794687,0.051121472,46751.72,27035.72,173.6,345.2,0.8,21.2,NA,NA
2007-2011,05,011,0,12626920,465e3,1652920,15047400,10197760,3581120,1671520,6187600,11580,6748,3302,1417,0.25427894321074346,0.10120249275871149,40097.88,23910.92,39.625,87.125,0.25,8,NA,NA
2007-2011,05,013,0,11379480,300080,1026720,13126640,10899600,1502879.9999999998,1129640,2444040,5417,3978,1291,66,0.097954588,0.031337962,37975,19837.52,9.727272727272727,28.272727272727273,0,4.090909090909091,NA,NA
2007-2011,05,017,0,32282160,368280,2661040,34117360,29631040,3162e3,2491160,9157400,11947,4804,6535,514,0.32471859522737506,0.090319676,29702.96,19335.32,47.375,50.875,0.375,7.75,NA,NA
2007-2011,05,025,0,4976120,228160,598920,4154e3,2581680,1248680,861800,1742200,8738,7398,1120,142,0.1784356640939984,0.088929847,42522.08,23893.56,16.875,61.375,0.125,5,38220,"Pine Bluff, AR Metropolitan Statistical Area"
2007-2011,05,029,1,21543760,1025480,3648080,22719280,16217960,6062360,2472560,10274640,21164,17430,2508,757,0.21914200900124486,0.10049794120463468,39543.6,25050.48,175.72727272727272,243.72727272727272,0.2727272727272727,12.09090909090909,NA,NA
2007-2011,05,037,0,19766840,682e3,2667240,19942920,13070840,4658680,2926400,8686200,17992,13359,4023,256,0.1671648525181885,0.053127291,47655.68,22541.96,131.625,278.5,0.375,17,NA,NA
2007-2011,05,039,0,10695e3,1055240,1418560,9633560,6691040,2105520,1083760,4503680,8200,4446,3559,178,0.18055555555555555,0.085262346,37213.64,20712.96,50.625,83.75,0.375,5.5,NA,NA
2007-2011,05,041,0,27265120,0,3375280,29250360,24271760,4046120,3511680,11396840,13131,6209,6240,549,0.23822331514639206,0.10228233305156383,38174.64,23956.8,70.15384615384616,93,0.076923077,7,NA,NA
2007-2011,05,047,0,14449720,1067640,1765760,16561439.999999998,10577200,3684040,2560600,7364360,18157,17016,180,383,0.20108543613271415,0.083310021,43175.56,23324.4,75.75,101.5,0.083333333,7.333333333333333,22900,"Fort Smith, AR-OK Metropolitan Statistical Area"
2007-2011,05,049,0,9974560,0,788640,9271480,6791480,2153880,833280,2699480,12301,11860,38,103,0.19554002329838577,0.029206190713929107,41268.44,22504.76,33.1,42.5,0.30000000000000004,4.3999999999999995,NA,NA
2007-2011,05,053,1,12521520,1486760,2069560,13730520,9655880,3183080,1984e3,6379800,17767,16677,410,371,0.086968871,0.030447626,63149.479999999996,28011.6,102.875,160.625,0.375,14.5,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area"
2007-2011,05,059,0,25505560,715480,3196720,25984200,19216280,6175200,4003960,13191120,32797,27647,3363,894,0.13407071159133047,0.047343520235279074,47353.12,22788.72,52.6,137,0.6000000000000001,16,NA,NA
2007-2011,05,061,0,15744280,709280,1852560,15617800,9988200,3190520,1271e3,7640880,13786,9303,2922,1295,0.2258373911760366,0.088018297,46061.04,22834.6,46.4,97.33333333333333,0.2,8.066666666666666,NA,NA
2007-2011,05,079,0,6925400,89280,1045319.9999999999,7413960,4890560,2067080,1073840,3139680,14141,9255,4287,400,0.23938189047532984,0.11024760527742634,39035.2,18826.92,34.125,61,0.125,6.5,38220,"Pine Bluff, AR Metropolitan Statistical Area"
2007-2011,05,081,0,27670600,699360,1667800,28331520,24018800,3431080,1526440,6578200,13113,9757,2597,350,0.1660730876432332,0.076571694,47819.36,25119.92,62.25,109.5,0.25,10,NA,NA
2007-2011,05,085,4,56353040,1956720,7454880,53196e3,37573240,9316120,5970600,25085200,67189,59032,4287,2170,0.1337379152486221,0.049573834,63359.04,28179,184.07692307692307,302.84615384615387,0.3076923076923077,14.538461538461538,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area"
2007-2011,05,091,1,53631240,4490040,12108600,57712080,40736480,10598280,7280040,24379640,43266,30636,10455,1103,0.20299892895394503,0.088920624,49848,24816.12,995.1428571428571,1134.142857142857,1,57.14285714285714,45500,"Texarkana, TX-Texarkana, AR Metropolitan Statistical Area"
2007-2011,05,097,0,5849080,342240,468719.99999999994,5491960,3615840,1311920,788640,2587880,9492,8815,28,334,0.20164301717699776,0.068707991,43318.159999999996,25317.079999999998,41,64.75,0.25,9,NA,NA
2007-2011,05,099,0,25345600,461280,1302e3,25224079.999999996,11260440,2026160,958520,3572440,9078,5873,2861,218,0.23116707892961547,0.11198560827524173,47127.44,25448.52,37,71.25,0.5,7,NA,NA
2007-2011,05,101,0,4511120,101679.99999999999,622480,4491280,1690120,2801160,637360,1096160,8353,7915,35,39,0.21614425753358343,0.06982936,36830.48,20792.32,71.66666666666666,109.33333333333333,1.3333333333333333,7,NA,NA
2007-2011,05,103,0,24875640,479880,3271120,28958960,15373520,6935320,3287240,10406080,26137,14697,10448,423,0.20783202670185516,0.079601025,40929.92,23657.96,160.25,282.6666666666667,0.6666666666666666,12.666666666666666,NA,NA
2007-2011,05,109,1,8622960,405480,691920,9998120,7266400,2311360,979600,3868800,11288,9950,398,693,0.19352219415373512,0.061620354,40246.68,21819.04,23.583333333333332,35.166666666666664,0,4.666666666666666,NA,NA
2007-2011,05,111,0,19596960,742760,3865080,22284040,13582960,4933960,3181840,9649680,24622,21923,1694,543,0.2604776739356179,0.081744548,39604.36,21097.36,72.91666666666667,134.75,0.16666666666666666,7.333333333333333,27860,"Jonesboro, AR Metropolitan Statistical Area"
2007-2011,05,113,1,38221760,554280,1837680,39083560,32774440.000000004,3736120,1164360,6379800,20524,18489,36,1130,0.2017042655895971,0.085705842,40169.8,22725.48,109.625,195,0.375,12,NA,NA
2007-2011,05,115,1,61688760,203359.99999999997,11947400,74573600,52755800,11881680,4981080,33095600,61166,53388,2027,3891,0.18905396954177442,0.060848841,50003,24946.32,132.41666666666666,329.375,0.125,17.5,NA,NA
2007-2011,05,117,0,12742240,328600,1395e3,13132840,6800160,2711880,2019960,4139120,8768,7486,1127,88,0.17235376044568246,0.086815227,44880.56,23192.96,14.583333333333334,39.75,0.083333333,5,NA,NA
2007-2011,05,119,15,997764760,22406800,108039960,963403120,677270640,151613560,107388960,358455480,379981,212602,132201,20636,0.16735210799985006,0.070434452,56912.28,34305.84,1577.906976744186,2458.6046511627906,4.906976744186046,99.37209302325581,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area"
2007-2011,05,125,0,108188760,6660040,14610920,104136440,59665080,10017960,14500560,40383080,105033,93817,4742,3726,0.090791117,0.040645367474021636,65697.68,31517.079999999998,414.7,1058.4,0.5,42,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area"
2007-2011,05,127,0,8591960,0,1464440,9628600,4552040,3887400,1024240,2807360,11232,9623,30,765,0.2276777595926532,0.078014184,48248.4,21944.28,83,110.25,0.375,8.5,NA,NA
2007-2011,05,129,0,6064840,12400,906439.9999999999,7033280,4612800,1984e3,2506040,3452160,8192,7808,0,115,0.22067349204391268,0.087085235,36436.159999999996,18665.72,27.25,26.5,0,7,NA,NA
2007-2011,05,131,2,270527080,9772440,19366320,266074240,185827639.99999997,49147400,27380440,124316200,124961,91649,7378,14809,0.19478706829394962,0.072189042,50443.2,28737,788.8823529411765,1310.7058823529412,1.1176470588235294,52.47058823529412,22900,"Fort Smith, AR-OK Metropolitan Statistical Area"
2007-2011,05,133,0,16087760,1019280,2267960,16918560,12388840,3098759.9999999995,1599600,7578880,16841,10452,716,5011,0.2126102345671606,0.068810367,43758.36,19465.52,62.625,217.5,0.125,12.5,NA,NA
2007-2011,05,135,0,16563919.999999998,0,2182400,17402160,9391760,7665680,1202800,5733760,17386,16543,76,267,0.24032907404165937,0.085127487,36691.6,20021.04,20,50.35,0.05,4.5,NA,NA
2007-2011,05,137,0,7074200,107880,1324320,7210600,5248920,1832720,1140800,3841520,12395,12129,7,162,0.2237487733071639,0.098298986,38891.36,21315.6,44.375,65.875,0.125,8.5,NA,NA
2007-2011,05,139,0,63403680,2948720,5718880,68037560,44289080,17453e3,7028320,29763720,41879,25964,13751,1393,0.21956558752705957,0.099408946,46864.56,26527.32,412.625,853.25,1.5,38.5,NA,NA
2007-2011,05,147,0,18116400,0,1584720,17129360,7699160,5732519.999999999,1044079.9999999999,2720560,7379,5113,2117,34,0.23086522462562395,0.13935108153078202,33538.28,23767.079999999998,19.444444444444443,30,0,6,NA,NA
2007-2011,05,149,0,18339600,543120,3454640,19739560,9979520,5856519.999999999,2419240,6709640,21995,16988,265,4068,0.18497457235321313,0.057004161,46471.48,21535.079999999998,45.05263157894737,67.26315789473684,0.052631579,6.684210526315789,NA,NA
2007-2011,06,001,41,7510868479.999999,307501400,754144440,8363454040,4939745840,2142478200.0000002,1751080880,2682602360,1494876,517548,186326,332103,0.11787121679860207,0.054408122,87818.04,43321.88,1399.0972222222222,3109.4305555555557,7.902777777777778,176.11111111111111,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division"
2007-2011,06,003,0,22136480,493520,2611440,19682520,10437080,9245440,6073519.999999999,7596240,1167,765,0,82,0.15192135835567472,0.080428954,73182.31999999999,36674.24,28,69.75,0.5,12,NA,NA
2007-2011,06,005,0,132792840,6746840,15075920,120271319.99999999,63713680,53920159.99999999,28430720,39618e3,38244,30589,870,4677,0.10016337442447645,0.037873162,69663.2,34757.2,120.1875,214.5625,0.125,17.5,NA,NA
2007-2011,06,007,4,742776120,34903520,59775440,731880240,317025840,404561160,144026e3,209406240,219309,165531,3353,30476,0.19787445129769848,0.083664817,53284.04,29054.44,458.6666666666667,1003.7916666666666,1.375,46.666666666666664,17020,"Chico, CA Metropolitan Statistical Area"
2007-2011,06,009,0,121517520,4291640,11833320,138081440,66884360,68888200,28389800,39894520,45794,38272,496,4688,0.083407454,0.041225652,68517.44,35547.08,317.25,354.875,0.5,34,NA,NA
2007-2011,06,011,0,85796840,5292320,8723400,85561240,39314200,44618920,16379160,23419880,21297,8735,203,11460,0.14442378295904257,0.049492204,61451.92,26376.04,86.75,168.91666666666666,0.25,16,NA,NA
