year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2007-2011,29,121,0,34853920,0,1426e3,6200,36212960,261640,9875360,1629360,792360,6214880,15549,0.10753103093446524,14734,405,92,105,152,0.13231382978723405,0.05791223404255319,46982.36,24002.68,36.75,77.66666666666667,0,8.666666666666666,NA,NA,NA,NA
2007-2011,29,125,0,4451600,125240,616280,0,3894840,43400,3436040,241800,912640,2677160,9192,0.11531766753698869,8887,83,52,39,93,0.1535164835164835,0.05549450549450549,52102.32,25286.079999999998,13.083333333333334,28.833333333333332,0,3.3333333333333335,NA,NA,NA,NA
2007-2011,29,127,2,50407240,161200,5026960,17360,59113280,690680,30469280,4889320,4096960,19125760,28623,0.12046256507004856,26069,1497,116,211,423,0.14735910950573144,0.06328554052559802,50734.6,27075.4,175.5,513,0.41666666666666663,19.333333333333336,NA,NA,NA,NA
2007-2011,29,129,0,4895519.999999999,26040,363320,0,4228400,26040,1904639.9999999998,1227600,525760,1168080,3758,0.11335816923895689,3659,21,8,9,36,0.1757412398921833,0.0752021563342318,42705.6,24275.48,11.25,19.5,0,3,NA,NA,NA,NA
2007-2011,29,135,0,12298320,267840,1042839.9999999999,0,12778200,37200,6283080,1083760,1521480,3852680,15541,0.1426549128112734,13659,785,104,26,586,0.12378779235596121,0.04777524244152881,63099.88,24083.28,24.666666666666668,51.5,0,5,27620,"Jefferson City, MO Metropolitan Statistical Area",46.8,33.32
2007-2011,29,147,0,24354840,0,3236400,0,22199720,559240,14395160,4896760,1636800,9612480,23185,0.21289626913952986,21742,427,15,391,479,0.2561995597945708,0.10721447786744925,47963.2,23524.04,36.25,125.16666666666667,0.25,13.666666666666668,NA,NA,NA,NA
2007-2011,29,163,1,20584e3,163680,2673440,6200,18912480,440200,12755880,3459600,2491160,8394800,18561,0.15537955929098649,16494,1240,94,49,353,0.14945351835932702,0.0621392607147243,52422.24,23257.44,57.333333333333336,86,0.16666666666666666,8.666666666666666,NA,NA,NA,NA
2007-2011,29,165,1,121449319.99999999,894040,15709560,0,101587e3,11563e3,91396680,6579440,8940400,51277720,88301,0.1269181549472826,74860,4967,389,2547,4295,0.07138037125570437,0.0425011151395926,82443.88,43298.32,42.15,91.425,0.1,14.700000000000001,28140,"Kansas City, MO-KS Metropolitan Statistical Area",58.64,44.37
2007-2011,29,167,0,16762320,17360,4366040,11160,18757480,231880,14459640,2797440,1822800,1054e4,30952,0.13462781080382527,29429,94,57,118,607,0.20329964527140085,0.04956160899538183,47644.52,23442.2,88.75,172.25,0.1875,10.75,44180,"Springfield, MO Metropolitan Statistical Area",42.27,19.63
2007-2011,29,169,1,41159320,1113520,4589240,78120,43155720,607600,22662240,3987840,2276640,13031160,50455,0.2767614706173818,36613,5844,515,1598,4471,0.14092147513865913,0.04872530894229834,58179.56,25008.32,79.75,150.875,0.3333333333333333,9.5,NA,NA,NA,NA
2007-2011,29,171,0,2100560,231880,379440,0,2281600,1240,1965400,308760,331080,1624400,5003,0.10013991605036977,4783,21,5,82,111,0.19,0.047551020408163266,42849.44,25374.12,3,9.875,0,2.5,NA,NA,NA,NA
2007-2011,29,173,0,7306080,85560,779960,26040,8041400,60760,4519800,1413600,1819080,3417440,10169,0.10433670960763104,9842,42,77,15,102,0.09264441335198881,0.03647811313212073,58634.64,28836.2,12.666666666666668,40.93333333333333,0,2.6,NA,NA,NA,NA
2007-2011,29,179,0,4983560,0,548080,125240,4167640.0000000005,24800,2105520,1998879.9999999998,806e3,1608280,6676,0.10200718993409227,6394,64,40,2,78,0.2333749609740868,0.12706837339993757,41393.68,21774.4,17.625,27.5,0,4.5,NA,NA,NA,NA
2007-2011,29,181,0,5847840,266600,1453280,0,5801960,14879.999999999998,3613360,1939360,663400,2163800,14080,0.11427556818181818,13819,30,39,13,152,0.2562670104569546,0.09010170462684429,37445.52,18557.84,84.125,159.5,0.75,8,NA,NA,NA,NA
2007-2011,29,195,0,46662440,0,4470200,198400,49928600,627439.9999999999,21759520,2715600,3675360,11766360,23178,0.1408231944084908,19375,1326,42,183,1865,0.19481671725426103,0.0747139855241653,49261.48,23856.36,57.11764705882353,116.82352941176471,0,11.588235294117647,NA,NA,NA,NA
2007-2011,29,197,0,2711880,84320,150040,3719.9999999999995,2906560,83080,1722360,977120,279e3,903960,4386,0.13087095303237575,4215,50,64,23,17,0.24388555606829718,0.03922473465620674,40748.88,22625.04,4,13.5,0,3,NA,NA,NA,NA
2007-2011,29,203,0,7420160,48360,360840,0,6601760,105400,3813e3,1613240,509640,1726080,8428,0.11212624584717608,7998,42,88,79,136,0.23286520225663185,0.09350618173088465,39367.52,19957.8,10.3125,27.1875,0.125,2.75,NA,NA,NA,NA
2007-2011,29,205,0,19041440,0,776240,0,15826119.999999998,0,5057960,3055360,1319360,3235160,6389,0.1112850211300673,6212,97,21,3,31,0.16100731112916328,0.05329000812347685,43553.76,22887.92,12.444444444444445,38.888888888888886,0,4.222222222222222,NA,NA,NA,NA
2007-2011,29,209,0,46733120,755160,3362880,2480,51373200,259160.00000000003,40251640,9021e3,19311760,33693280,32154,0.09174597250730858,27785,34,269,112,542,0.19115558221015752,0.06436034216091664,50925.56,26224.76,100.4,104.48,0.08,10.12,NA,NA,NA,NA
2007-2011,29,213,1,158013200,1258600,7783480,0,114913280,541880,93633640,17906840,7658240,61646600,50631,0.1226323793723213,43941,289,318,276,2379,0.16316220085907138,0.0677848230722029,49748.8,27518.079999999998,196.95652173913044,311.1304347826087,0.13043478260869565,17.82608695652174,NA,NA,NA,NA
2007-2011,29,215,0,20812160,0,1866200,8680,22090600,434e3,10671440,3946920,388120,5837920,25773,0.13417141970278973,23796,886,149,46,423,0.20243186582809225,0.07140461215932914,41078.72,21122.16,27.9,71.35000000000001,0.2,5.2,NA,NA,NA,NA
2007-2011,29,217,0,18339600,352160,2906560,2480,18986880,33480,12853840,3845240,1594640,8765560,20959,0.1189465146237893,19970,163,94,91,328,0.21958055958756695,0.10135642424545772,46266.88,23006.96,179.25,390,0.5,16,NA,NA,NA,NA
2007-2011,29,219,0,25142240,1339200,4321400,9920,28315400,472440,23113600,2543240,2843320,16422560.000000002,32104,0.12422128083727885,29821,580,67,86,924,0.12457413249211356,0.05782334384858044,62225.68,31799.8,77.85000000000001,168.1,0.1,13.4,41180,"St. Louis, MO-IL Metropolitan Statistical Area",70.65,30.65
2007-2011,29,223,0,9302480,254200,1109800,9920,9348360,259160.00000000003,5922240,3147120,693160,3329400,13448,0.10529446757882213,12992,23,105,41,45,0.21835705142685038,0.05888110835027483,36370.44,22227,33.875,83.125,0,6,NA,NA,NA,NA
2007-2011,29,225,0,18752520,663400,2452720,0,20882840,231880,14286039.999999998,3424880,2416759.9999999995,10153120,36027,0.12923640602881173,34296,420,224,48,614,0.16124437353996923,0.07270241011908153,51787.36,23199.16,66.125,126.8125,0.0625,9,44180,"Springfield, MO Metropolitan Statistical Area",42.27,19.63
2007-2011,29,227,0,1727320,6200,143840,18600,2013760,6200,1091200,922560,518320.00000000006,863040,2178,0.09550045913682277,2153,2,0,6,11,0.17213504517356157,0.05943889681407513,49192.04,24067.16,8.5,24.5,0,2,NA,NA,NA,NA
2007-2011,29,510,26,1229787360,72690040,205501480,0,1348819920,5530400,828665960,259038480,93710520,559412360,318367,0.1631984470752308,134206,156762,736,8348,10748,0.25966934873092834,0.12588116491782267,42658.48,27342,13256.75,30315.75,148,1351,41180,"St. Louis, MO-IL Metropolitan Statistical Area",70.65,30.65
2007-2011,30,001,0,11549360,240560,1525200,8680,10998800,73160,7456120,2587880,4801280,4850880,9170,0.13358778625954199,8488,22,76,151,315,0.13802388199484897,0.057246546476235075,51120.24,27547.84,36.375,67.375,0,7,NA,NA,NA,NA
2007-2011,30,003,0,21393720,76880,2067080,354640,23774520,186e3,15470240,7628480,8668840,8738280,12776,0.14073262366938008,3966,1,7896,102,523,0.2666399036531513,0.1291047771979125,46223.48,18385.48,165.5,152.5,0,8,NA,NA,NA,NA
2007-2011,30,005,0,13113e3,574120,1595879.9999999998,7439.999999999999,15307800,372e3,8575840,6078480,4793840,4847160,6476,0.1301729462631254,3125,0,3202,31,125,0.2780648191639267,0.13871927352434632,48014.04,21435.88,29.11111111111111,19.666666666666668,0,7.444444444444445,NA,NA,NA,NA
2007-2011,30,007,0,8295600,544360,996960,104160,7975680,164920,5903640,1940600,2550680,2739160,5447,0.0938131081329172,5081,87,8,0,17,0.11320045129748026,0.0285821737495299,55266.8,25675.44,46.5,101,0.25,9,NA,NA,NA,NA
2007-2011,30,009,0,15682280,17360,2255560,107880,15652520,292640,10933080,3731160,6817519.999999999,7891360,10016,0.09674520766773163,9604,22,106,76,181,0.11414872998061817,0.038355605426910126,57280.56,32169.32,22.4375,29.5625,0.4375,4.5,13740,"Billings, MT Metropolitan Statistical Area",24.92,24.6
2007-2011,30,011,0,5014560,0,572880,133920,5412600,19840,2473800,2812320,1569840,1655400,1266,0.10426540284360189,1247,0,13,0,4,0.1338709677419355,0.07983870967741935,43550.04,25846.56,1,3,0,3,NA,NA,NA,NA
2007-2011,30,013,0,126666e3,1625640,22807320,1618200,135518360,2444040,96543920,21225079.999999996,46755440,49231720,80931,0.1385254105349001,70847,1037,3518,383,2776,0.13842330806095798,0.05785176357227984,54651.76,29206.96,496.75,1523.25,1.875,58.5,24500,"Great Falls, MT Metropolitan Statistical Area",32.38,21.36
2007-2011,30,015,0,11287720,415400,979600,93e3,11859360,85560,7510680,3722480,5387800,5405160,5784,0.11358921161825726,4413,10,1186,50,93,0.2024778761061947,0.08424778761061946,50623,25675.44,15.75,22.625,0.25,6.5,NA,NA,NA,NA
2007-2011,30,017,0,18805840,0,3535240,244280,20794800,270320,14836600,4243280,6769160,6791480,11621,0.12184837793649428,10963,57,119,78,232,0.14253996447602132,0.05799289520426288,51302.52,28343.92,50.166666666666664,121.5,0.5,10.5,NA,NA,NA,NA
2007-2011,30,019,0,5146e3,8680,487320,2480,4576840,16120.000000000002,3194240,1106080,2156360,2197280,1721,0.08541545613015689,1606,0,93,18,4,0.14839094159713945,0.048271752085816445,46596.72,31615.04,8.333333333333334,4.333333333333334,0,3,NA,NA,NA,NA
2007-2011,30,025,0,15836039.999999998,74400,1009360,8680,24575560,40920,7128760,17103320,3746040,4006440,2861,0.12408248864033555,2768,0,4,30,14,0.08678571428571429,0.02142857142857143,61470.52,33041.04,6,11.375,0,3,NA,NA,NA,NA
2007-2011,30,027,0,24121720,427800,2301440,7439.999999999999,20928720,260399.99999999997,13855760,5637040,8159200,8396039.999999998,11516,0.10263980548801667,11012,10,176,0,165,0.16097995545657015,0.0378619153674833,46625.24,29607.48,37.25,48.625,0,11.5,NA,NA,NA,NA
2007-2011,30,029,0,136309480,813439.9999999999,17146720,1282160,138273639.99999997,2332440,109344440,21252360,54525280,60039560,90317,0.11923558134127572,84921,191,1178,461,2111,0.12679273166963356,0.05552010210593491,56529.12,31393.079999999998,256.375,700.875,0.875,28.5,NA,NA,NA,NA
2007-2011,30,031,0,160397720,4632640,18471040,10624320,154908240,3381480,117936400,28197600,52728520,63282159.99999999,89146,0.20247683575258565,83219,369,940,1054,2482,0.13150295857988165,0.054284023668639055,63724.84,34433.56,93.60714285714286,322.7857142857143,0.14285714285714285,20.571428571428573,NA,NA,NA,NA
2007-2011,30,033,0,4597920,2480,272800,2480,3850200,24800,2794960,948600,1455760,1538840,1162,0.08777969018932874,1131,0,13,0,5,0.08195292066259809,0.02789886660854403,46500,27659.44,0.6666666666666666,1.6666666666666665,0,2,NA,NA,NA,NA
2007-2011,30,037,0,1717400,11160,183520,18600,1499160,13640,1104840,350920,876680,876680,873,0.06758304696449026,826,0,30,0,3,0.2183507549361208,0.14634146341463414,44950,25250.12,2,4,0,2,NA,NA,NA,NA
2007-2011,30,039,0,9712920,0,876680,4625200,10412280,91760,8161680,1980280,3246320,3253759.9999999995,3055,0.08903436988543371,2951,0,21,7,42,0.11555111555111555,0.03996003996003996,47341.96,32411.12,16.75,50.5,0,5,NA,NA,NA,NA
2007-2011,30,041,0,28076079.999999996,204600,3214080,613800,29561600,499719.99999999994,20390560,6617880,11133960,11262920,16092,0.149204573701218,11740,64,3486,73,386,0.1824952259707193,0.07829408020369191,57937.76,26806.32,171.72727272727272,232.54545454545453,0.09090909090909091,13.272727272727273,NA,NA,NA,NA
2007-2011,30,043,2,12804240,1240,2202240,8680,12662880,243040,9343400,2732960,5857760,5943320,11281,0.093697367254676,10628,45,145,50,212,0.07860301416839635,0.030322173089071383,73512.16,35792.6,37.25,31.5,0,7,NA,NA,NA,NA
2007-2011,30,045,0,4090759.9999999995,24800,148800,80600,3669160,55800,2653600,952319.9999999999,2111720,2140240,2061,0.07375060650169821,2032,0,0,3,17,0.11353711790393013,0.06259097525473072,49657.04,29400.4,5.5,9.5,0,4,NA,NA,NA,NA
2007-2011,30,047,0,30671400,461280,4021320,338520,33172480.000000004,432760,25049240,6753040,14465840,14912240,28628,0.1080410786642448,19638,48,6289,147,1022,0.2319133830315939,0.08800141995030174,47452.32,24999.64,110,144.05263157894737,0.3157894736842105,11.157894736842104,NA,NA,NA,NA
2007-2011,30,049,0,108084600,2943759.9999999995,13488720,8779200,111405319.99999999,925040,83403640,20343440,40095400,41021680,62597,0.12082048660478936,57956,259,1418,364,1581,0.09676518424813944,0.04115395357242603,65785.72,33630.04,223.5,454.0833333333333,0.16666666666666666,31,NA,NA,NA,NA
2007-2011,30,055,0,4864519.999999999,0,368280,122760,4606600,13640,2876800,1500400,2163800,2186120,1815,0.08705234159779614,1778,0,0,0,0,0.06592797783933518,0.021052631578947368,62959.76,31209.56,4.75,15.75,0,4,NA,NA,NA,NA
2007-2011,30,059,0,4394560,0,622480,1240,4224680,40920,2925160,1093680,217e4,2205960,1900,0.10842105263157895,1791,0,11,8,97,0.20204191295002688,0.05051047823750672,41969.04,22502.28,11.75,18,0.25,4,NA,NA,NA,NA
2007-2011,30,061,0,6733200,380680,1001920,11160,7368080,138880,4728120,2375840,2574240,2585400,4193,0.08156451228237539,3924,46,76,53,87,0.17009300048947626,0.059960841899167894,44963.64,23527.76,24.5,12.5,0,7,NA,NA,NA,NA
2007-2011,30,063,1,179191160,9390520,19238600,2442800,167236320,3051640,127640640,39107120,79068600,83959160,108431,0.17925685458955465,98784,465,2799,1298,2894,0.1756553432082613,0.08400542030746226,54429.8,31518.32,502.2,1310.9,0.9,62.6,33540,"Missoula, MT Metropolitan Statistical Area",15.13,11.92
2007-2011,30,065,0,6045e3,52080,927520,6200,6526120,100440,4585519.999999999,1547520,3082640,3090080,4426,0.08517849073655671,4247,10,21,0,103,0.16876574307304787,0.06846805587359743,47949.56,27519.32,39.25,83,0.25,7,NA,NA,NA,NA
2007-2011,30,071,0,11303840,0,1603320,4960,15036240,44640,6150400,8432e3,2791240,2819759.9999999995,4227,0.1022001419446416,3651,0,284,3,80,0.11209580838323353,0.03497005988023952,48307.92,29561.6,57.75,52.5,0,9,NA,NA,NA,NA
2007-2011,30,073,0,21068840,91760,1621920,0,21990160,78120,18405320,2590360,4228400,4311480,6165,0.11094890510948906,5042,40,963,0,100,0.1841457410142787,0.10241260462826195,48176.48,26165.24,19.25,22.25,0,7,NA,NA,NA,NA
2007-2011,30,077,0,10123360,0,1497920,58280,10213880,187240,6736920,3038e3,3686520,3710080,7068,0.1410582908885116,6462,36,205,69,128,0.13897280966767372,0.08317042829216278,51270.28,22799.88,78.5,103.5,0,10,NA,NA,NA,NA
2007-2011,30,079,0,2744120,0,274040,192200,2843320,26040,1877360,965960,1056480,1093680,1093,0.07044830741079597,1038,0,49,2,3,0.1431261770244821,0.062146892655367235,42705.6,27071.68,2.3333333333333335,3.6666666666666665,0,3,NA,NA,NA,NA
2007-2011,30,081,1,35087040,527e3,6331440,3719.9999999999995,36002159.99999999,969680,26301640,7989320,17978760,18917440,40199,0.09885818055175502,37792,121,452,177,1194,0.1401254705144291,0.04885821831869511,53954.88,30554.84,109.83333333333333,213.5,0,15,NA,NA,NA,NA
2007-2011,30,083,0,21357760,23560,2112960,96720,29340880,266600,11122800,17195079.999999996,5908600,5952e3,9669,0.128244906401903,9029,23,168,31,285,0.12613743332287417,0.04235958581738312,71192.12,36567.6,17.142857142857142,28.714285714285715,0,9.142857142857142,NA,NA,NA,NA
2007-2011,30,085,0,19751960,0,2971040,90520,18474760,95480,12655440,4337519.999999999,8138120,8192680,10323,0.13862249346120314,3757,7,5449,6,143,0.24351001875431844,0.12900996940084888,46880.68,21616.92,68,59.53846153846154,0.38461538461538464,8.384615384615385,NA,NA,NA,NA
2007-2011,30,087,0,36307200,471200,3338080,146320,36148480,112840,27911160,6880760,8148040,8169120,9200,0.11728260869565217,5523,69,3187,37,299,0.17952686270174661,0.07074950254256025,55116.76,25739.92,48.125,54.75,0.25,10,NA,NA,NA,NA
2007-2011,30,089,0,16436200,529480,2193560,24800,16359320,178560,10702440,4806240,7614840,7719e3,11421,0.09447508974695736,10362,24,642,27,216,0.21158308049259325,0.07237194360164198,37656.32,22682.079999999998,34.375,47.875,0.125,4.25,NA,NA,NA,NA
2007-2011,30,091,0,9152440,60760,1223879.9999999998,31e3,10602e3,40920,5350600,4778960,3137200,3143400,3426,0.09048453006421482,3268,8,45,1,23,0.11859838274932614,0.020964360587002098,52263.52,34625.76,30.25,51,0.5,7,NA,NA,NA,NA
2007-2011,30,095,0,13090680,34720,1799240,9920,14464600,209560,11664680,2494880,8768039.999999998,8812680,9026,0.10292488366939952,8617,23,72,27,200,0.09622261957979436,0.05498435404559678,70248.48,34050.4,34.125,40.875,0.125,5.5,NA,NA,NA,NA
2007-2011,30,097,0,16959480,42160,1004400,7190760,15786440,132680,13651160,1776920,4482600,4497480,3702,0.09481361426256078,3580,0,13,9,91,0.10762942779291552,0.0561307901907357,51972.12,28319.12,25.5,31.25,0,6,NA,NA,NA,NA
2007-2011,30,099,0,12411160,0,1135840,2036080,11468760,94240,8625440,2238200,4600400,4626440,6103,0.0947075208913649,5814,2,125,8,96,0.14448857994041708,0.07298907646474677,50605.64,27074.16,29.5,65.25,0,9,NA,NA,NA,NA
2007-2011,30,101,0,29915e3,104160,1543800,167400,27523040,159960,21409840,4895519.999999999,4601640,4667360,5176,0.1410355486862442,4676,13,218,20,119,0.14793965323125421,0.04931321774375141,55413.12,28672.52,73.75,79,0,12,NA,NA,NA,NA
2007-2011,30,107,0,3262440,0,597680,6200,3434800,65720,2560600,688200,1670280,1707480,2138,0.10430308699719364,2094,1,6,0,0,0.1531573986804901,0.07304429783223375,40090.44,23114.84,1.6666666666666665,0.6666666666666666,0,5,NA,NA,NA,NA
2007-2011,30,109,0,3737360,0,353400,2480,4504920,31e3,1511560,2887960,763840,830800,964,0.11410788381742738,928,8,0,0,16,0.09110396570203644,0.03215434083601286,53837.08,28714.68,1.5,3,0,2,NA,NA,NA,NA
2007-2011,30,111,3,286286240,10298200,31890320,1062680,295346920,14543960,227068800,42694440,83594600,96164480,146151,0.1305225417547605,128833,981,5642,1329,6814,0.11356775491949911,0.046315966010733456,62229.4,33818.52,559.4166666666666,1794.5833333333333,0.6666666666666666,68.33333333333333,13740,"Billings, MT Metropolitan Statistical Area",24.92,24.6
2007-2011,31,001,0,86581760,1696320,6092120,283960,103941760,411680,37377320,9007360,13657360,29590120,31181,0.1434206728456432,27750,228,161,448,2359,0.1315913370998117,0.04916599408124832,58861.56,30243.6,280,483.125,0.125,26,NA,NA,NA,NA
2007-2011,31,003,0,12316920,0,478640,68200,12750920,2480,7949640,2644920,4026279.9999999995,5291080,6697,0.1073615051515604,6459,31,3,0,164,0.12126724268606942,0.05062907382143399,50187.76,27257.68,5.125,18.125,0,4,NA,NA,NA,NA
2007-2011,31,011,0,27125e3,208320,700600,1240,26368600,0,23666640,2246880,3284759.9999999995,4349920,5512,0.1055878084179971,5396,2,1,18,79,0.08008940212330043,0.022723039672192216,51696.84,30378.76,2.5,5.5,0,5,NA,NA,NA,NA
2007-2011,31,013,0,50768080,741520,1714920,116560,53983400,0,40044560,4095720,5261320,11379480,11383,0.11868575946587016,9634,15,421,43,1124,0.16588994443448646,0.09732927047858039,54706.32,30487.88,83.5,83.75,0.125,11.5,NA,NA,NA,NA
2007-2011,31,017,1,11473720,150040,420360,74400,17911800,44640,16484560.000000002,1254879.9999999998,6917960,8335280.000000001,3153,0.10497938471297177,3098,5,3,4,2,0.14101738570508693,0.03219575016097875,37021.44,23412.44,5.25,44.5,0,4,NA,NA,NA,NA
2007-2011,31,021,0,12869960,343480,1197840,57040,14586120,0,9471120,2518440,4679760,6340120,6901,0.09476887407622084,6571,55,84,35,121,0.09746073682665493,0.04197857038015559,56808.12,31229.4,8.125,17.5,0.125,3.5,NA,NA,NA,NA
2007-2011,31,027,0,16039400,153760,561720,2251840,15398320,13640,10558600,3090080,3984120,5892480,8839,0.10928838103857902,8658,9,6,12,109,0.10138568129330254,0.031986143187066975,53142.68,28192.64,5.25,6.5,0,5,NA,NA,NA,NA
2007-2011,31,029,0,20185960,13640,934960,145080,22039760,0,17202520,1525200,2475040,3050400,3937,0.09779019558039116,3534,1,0,0,397,0.1167618059159315,0.03450960041515309,50176.6,29988.16,8.5,15.375,0,4,NA,NA,NA,NA
2007-2011,31,031,1,26443e3,114080,963480,198400,31695640,8680,25219120,2724280,6767920,9622400,5750,0.09356521739130434,5203,11,206,79,162,0.10098870056497175,0.03177966101694915,51991.96,28583.24,41.25,31,0.125,5,NA,NA,NA,NA
2007-2011,31,033,1,25362960,468719.99999999994,1883560,411680,29102800,14879.999999999998,16309720,3287240,5704e3,9317360,10056,0.11893396976929196,9177,30,76,204,548,0.128581553103169,0.02895616077756404,62177.32,34261.2,39.33333333333333,105.83333333333333,0,11.666666666666668,NA,NA,NA,NA
2007-2011,31,037,1,21009320,345960,1367720,45880,21819040,2480,9226840,2746600,4925280,6206200,10322,0.14987405541561713,6122,175,80,35,3960,0.14379149737389754,0.04023387176692102,57889.4,24860.76,35.5,42.25,0,7,NA,NA,NA,NA
2007-2011,31,039,0,21893440,364560,1128400,2509759.9999999995,21600800,0,13487480,3297160,4064720,6085920,9194,0.10495975636284534,8321,49,90,38,715,0.08682170542635659,0.03599114064230343,58090.28,29848.04,10.5,17.75,0,6,NA,NA,NA,NA
2007-2011,31,041,1,15723200,199640,1306960,84320,17306680,0,10083680,4538400,4798800,6859680,10962,0.10499908775770844,10590,30,19,0,206,0.09390768080732573,0.040366286675387775,54134.68,26957.6,36.375,51.625,0,6,NA,NA,NA,NA
2007-2011,31,043,0,46766600,7271360,5000920,95480,51283920,8680,25820520,5925960,8837480,19366320,20802,0.1443130468224209,11879,582,544,685,7089,0.150515564677711,0.04491032595416117,53684.56,24606.56,60.36363636363637,107.81818181818181,0.09090909090909091,16.545454545454547,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",44.76,53.03
2007-2011,31,045,1,14881240,285200,1609520,3943200,16613520,0,12276e3,3121080,3542680,6578200,9180,0.18845315904139434,8092,197,406,123,301,0.24724662789258756,0.11223858433362208,45131.04,22865.6,57.75,77.125,0.125,8.5,NA,NA,NA,NA
2007-2011,31,047,0,67828e3,6200,6224800,192200,63628120,18600,29123880,10057640,11391880,17780360,24261,0.12959070112526277,15668,656,80,123,7529,0.12497356735039121,0.049101289913300906,55847.12,24895.48,93.875,142,0.4375,14.25,NA,NA,NA,NA
2007-2011,31,049,0,8875920,40920,468719.99999999994,1802960,8971400,1240,2956160,4415640,1289600,2308880,1967,0.08337569903406203,1851,4,0,0,80,0.1248715313463515,0.0328879753340185,46500,29414.04,7.25,28.75,0,4,NA,NA,NA,NA
2007-2011,31,055,15,937745040,45426159.99999999,132978840,10456920,1021323520,2048480,764414120,124616280,237457520,509420520,511739,0.15005110026791002,371000,57304,3139,12700,55398,0.13318353406435376,0.05895500029959854,65631.96,35848.4,1539.842105263158,4246.789473684211,8.052631578947368,188.3684210526316,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",58.21,48.79
2007-2011,31,061,0,12303280,145080,331080,48360,12168120,9920,9249160,1280920,2395680,2786280,3201,0.09309590752889722,3130,6,7,5,46,0.1486702979814162,0.07721884011534765,50289.44,28345.16,8.75,14.75,0,3,NA,NA,NA,NA
2007-2011,31,063,0,4627680,188480,549320,119039.99999999999,4437960,0,3212840,1143280,1987720,2312600,2779,0.1263044260525369,2618,7,3,0,50,0.11102632582983595,0.04845478824876002,58964.48,28134.36,12.5,28,0,5,NA,NA,NA,NA
2007-2011,31,065,0,15540920,0,1010600,75640,14460880,0,10189080,1681440,2368400,4110600.0000000005,4927,0.09113050537852649,4729,6,57,3,118,0.17207188597397233,0.05577360049576534,47926,27263.88,11.666666666666666,21.333333333333332,0,7,NA,NA,NA,NA
2007-2011,31,069,0,9763760,197160,461280,7439.999999999999,11257960,1240,10120880,926280,1721120,2151400,2013,0.08941877794336811,1892,0,5,9,93,0.10086602139582272,0.021905247070809986,44467.64,28047.56,0,1,0,4,NA,NA,NA,NA
2007-2011,31,073,0,5929680,3719.9999999999995,368280,2642440,6357480,0,5332e3,918840,1799240,2620120,2046,0.1050830889540567,1951,12,3,0,72,0.11615154536390827,0.03738783649052842,53165,29726.52,12.666666666666668,20.666666666666668,0,4,NA,NA,NA,NA
2007-2011,31,081,0,16250200,378200,1128400,212040,13494920,0,10655320,2031120,4106880,6863400,9135,0.10662287903667214,8862,15,6,2,172,0.083008356545961,0.03732590529247911,68175.2,31727.88,25.125,38.875,0,9,NA,NA,NA,NA
2007-2011,31,083,0,12107360,0,296360,0,13359760,43400,9571560,2504800,1551240,1821560,3439,0.08897935446350683,3367,7,23,0,34,0.10329474621549421,0.025526862570495697,56291.04,29020.96,6.666666666666667,2.333333333333333,0,4,NA,NA,NA,NA
2007-2011,31,087,0,4834760,19840,167400,0,5897440,0,2576720,1290840,559240,1163120,2910,0.09896907216494845,2817,4,11,4,62,0.1326025459688826,0.027934936350777935,45780.8,26704.64,5.25,9.5,0,4,NA,NA,NA,NA
2007-2011,31,089,0,17816320,80600,1305720,112840,18311079.999999996,0,12502920,3922120,6173960,9104080,10437,0.10204081632653061,10055,18,51,4,260,0.09009534928974508,0.027826425374586496,57402.08,28991.2,15.166666666666666,11.166666666666666,0,6.333333333333334,NA,NA,NA,NA
2007-2011,31,091,0,1949280,3719.9999999999995,89280,4960,1967879.9999999998,0,1143280,590240,556760,871720,718,0.09192200557103064,711,0,0,6,0,0.11959654178674352,0.037463976945244955,48515,29205.72,0,1,0,1,NA,NA,NA,NA
2007-2011,31,093,0,22948680,107880,865520,31e3,22099280,0,17810120,1572320,2876800,3473240,6298,0.11003493172435694,6097,33,37,6,109,0.10588611644273832,0.03134996801023673,57483.92,28498.92,9,4.8,0,4.2,NA,NA,NA,NA
2007-2011,31,095,0,13285360,291400,1554960,44640,21664040,0,18562800,3028080,4740519.999999999,6462880,7619,0.10526315789473684,7309,5,42,58,176,0.10968432316746923,0.03758694489031568,53293.96,29357,53.5,78.33333333333333,0.16666666666666666,6.666666666666667,NA,NA,NA,NA
2007-2011,31,099,0,19884640,74400,748960,124e3,20203320,0,14307120,2845800,3836560,4821120,6548,0.1036957849725107,6223,14,12,29,222,0.061875,0.02734375,67717.64,34030.56,27.25,61,0,6,NA,NA,NA,NA
