year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2007-2011,31,101,0,17870880,460040,1774440,438960,17663800,7439.999999999999,12581039.999999998,4069680,4653720,8647760,8342,0.1004555262526972,7709,24,13,47,432,0.1046142578125,0.03173828125,52954.2,32789.32,60.5,102.5,0.125,9.5,NA,NA,NA,NA
2007-2011,31,103,0,2409320,0,97960,0,2303920,0,1014319.9999999999,1232560,787400,876680,763,0.0563564875491481,760,0,0,0,0,0.16120576671035386,0.03669724770642202,47275,27518.079999999998,3,4.666666666666667,0,2,NA,NA,NA,NA
2007-2011,31,105,1,22897840,90520,551800,3821680,27753680,2480,25240200,1262320,2906560,5677960,3794,0.10516605166051661,3450,9,49,17,213,0.11218464841653247,0.02254428341384863,53556.84,30459.36,5.75,11,0,3,NA,NA,NA,NA
2007-2011,31,107,0,12320640,230640,777480,19840,12354120,0,6936560,4676040,3604680,4623960,8707,0.09601470081543585,7735,59,669,14,144,0.14544593154092147,0.0498637924908208,48316.6,26891.88,27.166666666666668,23.5,0.16666666666666666,4,NA,NA,NA,NA
2007-2011,31,109,3,907529960,23258680,52491680,27417640,811911080,0,414566720,100767360,138675400,264389080.00000003,282931,0.17556930841795348,239902,9892,1673,10376,16035,0.14301009710470355,0.06319612770829926,63313.159999999996,32930.68,1249.8125,2789.6875,1.25,226,30700,"Lincoln, NE Metropolitan Statistical Area",37.03,34.48
2007-2011,31,111,1,102659600,1399960,8510120,658439.9999999999,101346440,0,74464480,11089320,15818680,47105120,36199,0.12113594298185033,32757,253,62,211,2524,0.10078311201906708,0.038332765860855746,61406.04,33043.52,324,473.8571428571429,0.42857142857142855,31.285714285714285,NA,NA,NA,NA
2007-2011,31,119,0,69327160,2772640,8413400,7400320,71101600,2480,51365760,11851920,14413760,28224880,34618,0.1405338263331215,29031,424,481,242,4294,0.13667685301695728,0.0440110252261969,55895.48,29267.72,125.83333333333333,268.4166666666667,0.3333333333333333,23,NA,NA,NA,NA
2007-2011,31,121,0,24999640,220720,886600,235600,32071360,168640,22394400,4715720,2943759.9999999995,4259400,7768,0.10388774459320288,7353,35,71,18,246,0.11719778772715302,0.027916776402422964,61084.88,28485.28,24.875,57.375,0,5.5,NA,NA,NA,NA
2007-2011,31,123,1,17021480,195920,716720,2284080,17868400,1240,12169360,3907240,2745360,3676600,5052,0.11935866983372921,4234,0,34,24,698,0.15244642135058634,0.08431055398301658,52173,26797.64,12.75,24.75,0,3.6666666666666665,NA,NA,NA,NA
2007-2011,31,125,0,10739640,0,751439.9999999999,0,12028e3,49600,10299440,1390040,2156360,3070240,3742,0.10769641902725816,3637,8,3,0,74,0.12031719989062073,0.042111019961717254,53814.76,28890.76,17,17.25,0,6,NA,NA,NA,NA
2007-2011,31,129,0,11590280,275280,631160,59519.99999999999,13553200,0,6555880,2124120,2586640,3379e3,4538,0.08505949757602468,4377,44,0,4,38,0.1643652561247216,0.0621380846325167,40230.56,26474,2.8,7,0,4,NA,NA,NA,NA
2007-2011,31,135,0,8387360.000000001,43400,474920,81840,8190200,0,5877600,1463200,2436600,3610880,2966,0.100472016183412,2854,0,0,0,100,0.057645840524680705,0.024508111839834312,64809.84,32289.6,10.75,28.25,0,5,NA,NA,NA,NA
2007-2011,31,137,0,25706440,722920,1433440,109120,25821760,0,19063760,3426120,5420040,9314880,9190,0.11011969532100109,8724,11,35,32,346,0.10924842484248425,0.027227722772277228,55266.8,31584.04,54.625,75.5,0,8,NA,NA,NA,NA
2007-2011,31,139,0,20975840,334800,582800,4960,22791200,153760,19915640,951080,6139240,9435160,7267,0.11861841199944957,7096,9,21,25,97,0.07813599887371533,0.021962551034774038,63494.2,27898.76,6,7.5,0,3,NA,NA,NA,NA
2007-2011,31,141,0,49623560,1583480,6104519.999999999,1430960,59340200,0,42446440,11447680,11683280,27159720,31963,0.12304852485686575,27217,73,65,186,4096,0.09070431472081218,0.04574873096446701,63578.52,29425.2,137.625,345.5,0,29,NA,NA,NA,NA
2007-2011,31,143,0,19112120,37200,549320,47120,17171520,1240,12561200,1910840,3132240,3977920,5393,0.09753384016317448,5180,4,13,8,142,0.08177434908389586,0.029122468659594985,62369.52,30566,13.75,61.5,0,0,NA,NA,NA,NA
2007-2011,31,153,1,174335320,8485320,24647480,1616960,182655720,9920,127391400,51321120,52309400,82396760,155874,0.1458485699988452,131016,6204,566,3278,10988,0.059648986161954465,0.026397434898875822,85582.31999999999,36716.4,451.375,711.8125,0.25,72.5,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",58.21,48.79
2007-2011,31,155,0,62336040,1170560,3857640,457560,42302600,11160,32345400,5224120,8916840,12592200,20635,0.10971650109038042,19869,65,72,42,411,0.07358945349008805,0.021742338531162378,72351.52,34422.4,24.833333333333332,46.833333333333336,0.16666666666666666,8,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",58.21,48.79
2007-2011,31,161,0,9462440,554280,974640,229400,9278920,0,5925960,2592840,3295920,4227160,5488,0.09712099125364432,4587,10,451,22,158,0.1763384500187196,0.07281916885061775,42889.12,25794.48,45.25,47,0,5,NA,NA,NA,NA
2007-2011,31,163,0,4847160,45880,494760,200880,4224680,0,2870600,1114760,1644240,2094360.0000000002,3134,0.08551372048500319,3011,0,10,0,83,0.1410006497725796,0.05620532813515269,51150,27845.44,11.75,10.75,0,5,NA,NA,NA,NA
2007-2011,31,165,0,1594640,4960,111600,0,1965400,0,1138320,770040,761360,915120,1336,0.06437125748502993,1303,0,0,5,20,0.08933933933933934,0.036036036036036036,52558.64,33018.72,0,1,0,1,NA,NA,NA,NA
2007-2011,31,169,0,20221920,0,593960,35960,24022520,4960,18231720,2276640,3214080,4580560,5231,0.09692219460906136,5082,5,4,1,92,0.10408921933085502,0.03756603404421835,53565.52,27498.24,14.25,76,0,7,NA,NA,NA,NA
2007-2011,31,173,0,10045240,380680,895280,0,10941760,1240,5555200,3416200,1750879.9999999998,3614600,6920,0.1393063583815029,2704,33,3812,76,221,0.2900898247680754,0.11677219849801207,49064.32,20456.28,92,39.25,0.25,11,NA,NA,NA,NA
2007-2011,31,175,0,30646600,133920,584040,111600,28815120,0,25733720,1675240,2626320,5178240,4253,0.09992946155654832,4157,2,8,0,72,0.11657907310081222,0.0358337314859054,53192.28,27997.96,4.5,7,0,4,NA,NA,NA,NA
2007-2011,31,177,0,37560840,696880,3417440,86800,31489800,217e3,18359440,7513160,11142640,13635039.999999998,20199,0.1186197336501807,19408,107,28,103,407,0.05229428351704691,0.017995385798513203,80273.88,35747.96,60.875,103.875,0,21,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",58.21,48.79
2007-2011,31,179,0,20432720,347200,1386320,266600,21285840,13640,10744600,2847040,4786400,6274400,9530,0.21458551941238196,8860,97,0,34,373,0.17642007115691327,0.06931664826401669,57558.32,25540.28,19.875,63.375,0,7,NA,NA,NA,NA
2007-2011,31,183,0,1502879.9999999998,0,107880,3719.9999999999995,1299520,0,832040,467480,669600,748960,696,0.1235632183908046,680,0,0,0,10,0.13505747126436782,0.0603448275862069,49169.72,29194.56,1.75,2.75,0,2,NA,NA,NA,NA
2007-2011,32,001,0,99222319.99999999,1328040,9138800,2019960,105967920,725400,67407640,30895840,8839960,15874480,24904,0.12508030838419532,19075,471,1047,876,2954,0.10548765482733163,0.04265441719301124,65210.36,30614.36,171.7,232.6,0.30000000000000004,26.2,NA,NA,NA,NA
2007-2011,32,003,45,7588375920,339479760,971425920,297576440,9045742959.999998,70811440,5866976920,2486729480,1272669040,2665326680,1928695,0.14613974734211474,940212,199185,11440,177275,554099,0.1291693077818676,0.05920912013183607,69391.64,33889.2,4714.473684210527,6896.421052631579,14.605263157894736,425.2631578947368,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area",35.87,42.02
2007-2011,32,005,0,118973040,4181279.9999999995,19525040,5634560,111831880,1443360,72311840,35326360,30579640,44228320,47058,0.09883547962089337,39323,146,977,708,4994,0.09814329307603042,0.046933425022564146,74874.92,44296.52,382,471.2857142857143,0.7142857142857142,61.42857142857143,NA,NA,NA,NA
2007-2011,32,007,0,105416120,5706480,17130600,1474360,121884560,1728560,70549800,45304640,18536760,35095720,48390,0.1466418681545774,33520,436,2521,532,10972,0.08555914294100382,0.0373600570254518,86129.16,33768.92,145.41176470588235,223.05882352941177,0.35294117647058826,26.470588235294116,NA,NA,NA,NA
2007-2011,32,009,0,5922240,0,1226360,14879.999999999998,12106120,777480,2700720,9169800,1142040,1163120,897,0.07469342251950947,720,7,21,0,128,0.21469575200918484,0.0574052812858783,36503.12,39706.04,4.25,4,0,10,NA,NA,NA,NA
2007-2011,32,011,0,16461e3,546840,1567360,136400,27008440,221960,13026200,13739200,8630400,8835e3,1778,0.14454443194600675,1527,11,68,21,124,0.15269804822043628,0.014351320321469576,76765.92,37195.04,12.25,21.5,0,8,NA,NA,NA,NA
2007-2011,32,013,1,69588800,4078360,6400880,1356560,81198920,1373920,58454840,21163079.999999996,11859360,16687919.999999998,16249,0.12585389870145855,11324,30,908,190,3838,0.13476330435870176,0.06872615846413607,68129.31999999999,32060.2,89.125,88,0.625,27.5,NA,NA,NA,NA
2007-2011,32,015,1,23285960,819640,2400640,329840,32215200,513360,21267240,10190320,8557240,10447e3,5651,0.12617235887453548,4048,1,249,0,1294,0.12255166217430369,0.03701707097933513,86569.36,35289.159999999996,142,120.75,0.25,10,NA,NA,NA,NA
2007-2011,32,017,0,18730200,1717400,1589680,1011840,15849680,100440,7761160,5809400,2700720,2797440,5177,0.13424763376472862,4404,141,184,32,359,0.13066776586974443,0.0403957131079967,52900.88,22689.52,34.75,40,0.25,27,NA,NA,NA,NA
2007-2011,32,019,0,71931160,4359840,14794440,9228080,83473080,1065160,49050680,30455640,15775280,23548840,51937,0.11461963532741591,40745,580,1609,596,7681,0.13556258472661545,0.07121947385999725,57781.52,26700.92,228.54545454545453,282.72727272727275,0.36363636363636365,29.545454545454547,NA,NA,NA,NA
2007-2011,32,021,1,22534520,710520,2053440,163680,25860200,252960,19503960,5608519.999999999,3526560,4780200,4760,0.12563025210084033,3460,130,475,126,383,0.21943844492440603,0.09460043196544277,38573.92,26943.96,50.5,24.666666666666668,0,13.666666666666666,NA,NA,NA,NA
2007-2011,32,023,1,97604120,0,25798200,1480560,103991360,926280,48490200,54436e3,20737760,31146320,44052,0.08878144011622628,34902,945,947,771,5915,0.20549168689598316,0.09165025420235423,49277.6,27903.72,415.14285714285717,582.1428571428571,1.7142857142857142,62.42857142857143,NA,NA,NA,NA
2007-2011,32,027,0,27187e3,1083760,2989640,631160,26464079.999999996,295120,19320440,7143640,3747280,4434240,6720,0.15446428571428572,4599,325,204,30,1451,0.11948529411764706,0.05249183006535948,70026.52,23238.84,33.90909090909091,37.18181818181818,0,7.090909090909091,NA,NA,NA,NA
2007-2011,32,029,0,13736720,404240,2927640,27280,11342280,37200,7444960,3398840,3929560,5903640,4011,0.07653951633009225,3574,14,66,36,143,0.0635240736072599,0.04789513486261659,73638.64,37834.88,44.75,66,0.25,26,39900,"Reno-Sparks, NV Metropolitan Statistical Area",31.75,39.93
2007-2011,32,031,7,1288467880,89211800,149243920,76098800,1384177280,17951480,888836960,434450120,349280720,573234640,417855,0.14330090581661103,277641,10614,6681,23766,91641,0.12914653079967636,0.059842703344922844,69208.12,37219.84,1074.607142857143,1984.3214285714287,2.571428571428571,137.96428571428572,39900,"Reno-Sparks, NV Metropolitan Statistical Area",31.75,39.93
2007-2011,32,033,0,47523e3,1335480,4604120,436480,55411880,560480,39699840,13127880,6750560,9378120,9884,0.11968838526912182,7601,185,779,80,1250,0.12498671484748645,0.031246678711871614,61766.88,29120.16,40,85,0.6666666666666666,16.333333333333336,NA,NA,NA,NA
2007-2011,32,510,2,157856960,3950640,28554720,2571759.9999999995,148306480,1024240,94551240,44702e3,20504640,42166200,55378,0.13043085701903284,39502,1139,1168,1431,11487,0.1439757467544545,0.047539337127552726,67251.4,34352.96,830.75,1163,0.25,96,16180,"Carson City, NV Metropolitan Statistical Area",45.75,26.26
2007-2011,33,001,0,176361480,3634440,16158440,18570240,180722560,102920,136174320,41115920,102535600,104840760,60166,0.10682112821194695,57616,307,101,589,777,0.08452826355618007,0.041104471042340315,70582.04,36516.76,134.1315789473684,184.8421052631579,0.10526315789473684,13.842105263157894,NA,NA,NA,NA
2007-2011,33,003,0,94957960,3325680,10796680,15434280,103010520,37200,76968040,16113800,63649200,64987159.99999999,47817,0.09415061588974633,46334,53,317,216,510,0.1026811180832858,0.04257252118062158,62688.2,36200.56,68.25,104.65,0.1,8.8,NA,NA,NA,NA
2007-2011,33,005,2,138878760,2819759.9999999995,14743600,25541520,146600240,322400,111892640,28973840,79195080,80453680,77301,0.13632423901372556,73833,411,280,934,1137,0.09870989175272002,0.04507073447578971,68498.84,34049.159999999996,62.56521739130435,109.76086956521739,0,8.91304347826087,NA,NA,NA,NA
2007-2011,33,007,0,113743960,1903400,6779080,25376600,119908e3,17360,66668600.00000001,51616240,50727159.99999999,51370720,33224,0.10844570190223934,32005,201,137,119,406,0.12988067720372337,0.058411944774161305,50947.88,29239.2,56.458333333333336,78.79166666666667,0,7.833333333333333,NA,NA,NA,NA
2007-2011,33,011,0,1143861560,15001520,96106200,65639399.99999999,1196901320,887840,805346520,328158560,548841360,572958120,400243,0.12817463390989975,351793,7926,566,13190,20645,0.07540642582362253,0.03289391502086621,87532.84,41729.72,284.5421686746988,405.89156626506025,0.2530120481927711,32.493975903614455,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",38.27,44.5
2007-2011,33,013,0,328442520,11404280,31203360,64839600,307190160,57040,233679240,64923920,175089240,178091280,146785,0.12239670266035357,138571,1472,243,2216,2381,0.08287277057913241,0.0361699244795938,81495.28,38939.72,81.06172839506172,122.45679012345678,0.037037037037037035,12.074074074074074,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",38.27,44.5
2007-2011,33,015,0,556567800,10941760,77886880,48000400,591067080,197160,477463240,98607280,365168840,374310120,295162,0.11160989558276471,277982,2124,400,4994,6207,0.04865869872073113,0.020451896687845406,96062.8,46403.28,96.484375,149.703125,0.0859375,16.265625,40484,"Rockingham County-Strafford County, NH Metropolitan Division",25.38,21.51
2007-2011,33,017,0,386515440,11269120,26136720,34286e3,370835640,55800,235689280,125306959.99999999,181827400,188008800,122859,0.14905704913762932,114032,1019,289,3036,2234,0.10829507086873877,0.05850902241934504,73261.68,36462.2,149.9375,219.35416666666666,0.0625,16.395833333333332,40484,"Rockingham County-Strafford County, NH Metropolitan Division",25.38,21.51
2007-2011,33,019,0,90641520,3300880,6708400,21603280,88834840,4960,62729120,22868079.999999996,48991159.99999999,49617360,43658,0.10776948096568785,42032,147,65,228,512,0.1037038758248908,0.0536295194720699,64080.72,33756.52,98.375,119.29166666666667,0,8.666666666666668,NA,NA,NA,NA
2007-2011,34,001,4,1049966280,26929079.999999996,129240240,36012080,1158115360,7663200,856146840,267761880,595452960,616079120,273674,0.12499543252190562,161285,44437,933,20479,44881,0.1250592778267055,0.05899931501178029,68475.28,34240.12,255.42253521126761,475.6619718309859,1.1408450704225352,54.74647887323944,12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",56.75,46.93
2007-2011,34,003,1,2855612120,42890360,385671e3,41982680,2910996720,25818040,2182153239.9999995,671703040,1543327560,1604262400,900730,0.11669867773916712,569881,50155,1140,129915,140364,0.06104610052459914,0.026852876540743417,103469.31999999999,53334.88,65.58181818181818,174.85454545454544,0.09818181818181819,31.970909090909092,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",79.13,63.1
2007-2011,34,007,13,1594797480,55574320,187826520,114985200,1578304240,19159240,976348720,573160240,592424880,614230280,513582,0.13312577154183752,312295,96446,1842,25675,71059,0.11787912791294934,0.05294673125400049,76661.76,37368.64,243.75886524822695,472.3900709219858,1.3617021276595744,39.702127659574465,15804,"Camden, NJ Metropolitan Division",52.29,50.14
2007-2011,34,011,3,500218480,17386040,32623160,34308320,515264640,4131680.0000000005,246853e3,134595800,148558200,152992440,156142,0.1549999359557326,79727,31447,1832,2028,40892,0.15671729092548117,0.06852510683393087,64484.96,28068.64,1143.25,1587.6666666666667,3,99.66666666666667,47220,"Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",45.99,49.85
2007-2011,34,013,27,3774599680,104798600,431503880,178669120,3901533520,42768840,1965284680,1819882280,1391175840,1491103720,781668,0.13655797602050998,264177,318209,2108,36583,155306,0.14938223907781342,0.06821915071999832,69286.24,39864.76,447.57943925233644,838.4485981308411,4.607476635514018,122.46728971962617,35084,"Newark-Union, NJ-PA Metropolitan Division",78.04,62.62
2007-2011,34,015,2,743908240,15181320,69591280,32427239.999999996,742928640,7528040,510783279.99999994,188148920,331654120,343334920,287036,0.12686213575997435,233633,27958,387,7639,13165,0.07342131936519637,0.03268997682215433,92789.2,39763.08,131.38947368421051,314.8105263157895,0.12631578947368421,25.57894736842105,15804,"Camden, NJ Metropolitan Division",52.29,50.14
2007-2011,34,017,8,2864862520,84022400,274963800,72851240,2730280360,42369560,1499445200,1131638880,913671680,958429480,627589,0.17642119285073513,195468,83057,2312,82041,263719,0.15080882791241684,0.06521371390642697,71498.4,39787.88,653.5,1104.576923076923,2.423076923076923,281.2307692307692,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",79.13,63.1
2007-2011,34,021,3,1796786040,37691040,140803240,114492920,1622015480,14219080,851348040,731515680,535776720,552261280,365318,0.14133987375382542,201812,73788,988,31987,53299,0.10686647334271013,0.04974618995525766,91614.92,45534.04,372.58490566037733,579.188679245283,1.641509433962264,75.90566037735849,45940,"Trenton-Ewing, NJ Metropolitan Statistical Area",62.76,55.56
2007-2011,34,023,4,2638138440,42145120,258499080,154562280,2543933160,24099400,1794027040,642394400,1139108640,1187164840,804299,0.1423115035577565,404049,75523,1541,170147,144893,0.07469807644548222,0.03482394086727653,97491.28,42349.72,230.26363636363638,548.9909090909091,0.509090909090909,61.42727272727273,20764,"Edison-New Brunswick, NJ Metropolitan Division",52.62,46.94
2007-2011,34,025,2,1850819040,63873640,226047040,94171800,1809147600,24491240,1350640240,404009360,863863360,904970600,628920,0.11527221268205813,485705,46420,1704,31803,58707,0.06508974599946343,0.02857927737321259,103964.08,52370.159999999996,121.34031413612566,271.979057591623,0.19895287958115185,32.35078534031414,20764,"Edison-New Brunswick, NJ Metropolitan Division",52.62,46.94
2007-2011,34,029,1,1373473600,31963480,172544760,69101480,1368654960,18635960,1048725040,260371480,738813080,765845080,572991,0.11068236673874458,493842,17471,464,9854,45689,0.09513166277341262,0.03945105117859418,75282.88,37518.68,135.46774193548387,357.5483870967742,0.25,36.96774193548387,20764,"Edison-New Brunswick, NJ Metropolitan Division",52.62,46.94
2007-2011,34,031,3,1355510960,78354360,164333480,94304480,1439275440,18683079.999999996,912161360,497455760,712079920,725930720,498009,0.1401199576714477,228441,61221,1273,25682,181239,0.15347515991253347,0.0672470520916355,69810.76,33002.6,510.66666666666663,697.936507936508,1.4603174603174602,79.04761904761905,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",79.13,63.1
2007-2011,34,033,1,202616e3,13400680,14485680,17965120,197815960,1000680,125263560,66359840,68206200,70619240,65984,0.11931680407371484,50788,9515,201,580,4295,0.10836122455246108,0.05060337151103878,70895.76,34646.84,112.92857142857143,163.25,0.3571428571428571,15.571428571428571,48864,"Wilmington, DE-MD-NJ Metropolitan Division",50.26,44.64
2007-2011,34,035,1,882405080,17931640,94094920,14147160,842281160,7035760,636341960,189721240,454629880,471843560,321304,0.11360891865647486,203792,27906,476,44278,40640,0.036671709721352884,0.01598155563034514,122564.08,59631.6,83.54794520547945,232.8082191780822,0.1232876712328767,34.42465753424658,20764,"Edison-New Brunswick, NJ Metropolitan Division",52.62,46.94
