year,race,sex,age,pop
2009,black,Male,60-64,684132
2009,black,Male,65-69,485246
2009,black,Male,70-74,350302
2009,black,Male,75-79,236253
2009,black,Male,80-84,145908
2009,black,Male,85+,100819
2009,latino,Female,0,460891
2009,latino,Female,1-4,1726299
2009,latino,Female,10-14,1888056
2009,latino,Female,15-19,1839998
2009,latino,Female,20-24,1699084
2009,latino,Female,25-29,1769233
2009,latino,Female,30-34,1708634
2009,latino,Female,35-39,1632836
2009,latino,Female,40-44,1454011
2009,latino,Female,45-49,1263751
2009,latino,Female,5-9,1947558
2009,latino,Female,50-54,1018961
2009,latino,Female,55-59,793690
2009,latino,Female,60-64,593843
2009,latino,Female,65-69,436980
2009,latino,Female,70-74,340849
2009,latino,Female,75-79,262955
2009,latino,Female,80-84,181722
2009,latino,Female,85+,146331
2009,latino,Male,0,477929
2009,latino,Male,1-4,1799000
2009,latino,Male,10-14,1974760
2009,latino,Male,15-19,2001863
2009,latino,Male,20-24,1983094
2009,latino,Male,25-29,2025573
2009,latino,Male,30-34,1875848
2009,latino,Male,35-39,1739262
2009,latino,Male,40-44,1533746
2009,latino,Male,45-49,1294419
2009,latino,Male,5-9,2032460
2009,latino,Male,50-54,1000606
2009,latino,Male,55-59,738356
2009,latino,Male,60-64,522456
2009,latino,Male,65-69,360106
2009,latino,Male,70-74,262808
2009,latino,Male,75-79,187755
2009,latino,Male,80-84,118530
2009,latino,Male,85+,77067
2009,white,Female,0,1064444
2009,white,Female,1-4,4279446
2009,white,Female,10-14,5830025
2009,white,Female,15-19,6366984
2009,white,Female,20-24,6230396
2009,white,Female,25-29,6165154
2009,white,Female,30-34,5628033
2009,white,Female,35-39,6431261
2009,white,Female,40-44,7001788
2009,white,Female,45-49,8000300
2009,white,Female,5-9,5503554
2009,white,Female,50-54,7933691
2009,white,Female,55-59,7176758
2009,white,Female,60-64,6123461
2009,white,Female,65-69,4774478
2009,white,Female,70-74,3794080
2009,white,Female,75-79,3362570
2009,white,Female,80-84,2900545
2009,white,Female,85+,3028603
2009,white,Male,0,1117572
2009,white,Male,1-4,4498356
2009,white,Male,10-14,6154899
2009,white,Male,15-19,6703549
2009,white,Male,20-24,6437802
2009,white,Male,25-29,6206788
2009,white,Male,30-34,5730780
2009,white,Male,35-39,6502195
2009,white,Male,40-44,7012379
2009,white,Male,45-49,7922300
2009,white,Male,5-9,5791782
2009,white,Male,50-54,7768660
2009,white,Male,55-59,6912178
2009,white,Male,60-64,5798959
2009,white,Male,65-69,4343891
2009,white,Male,70-74,3258445
2009,white,Male,75-79,2621354
2009,white,Male,80-84,1912216
2009,white,Male,85+,1430093
2010,amind,Female,0,38499
2010,amind,Female,1-4,149223
2010,amind,Female,10-14,180080
2010,amind,Female,15-19,190253
2010,amind,Female,20-24,168633
2010,amind,Female,25-29,159347
2010,amind,Female,30-34,145863
2010,amind,Female,35-39,141951
2010,amind,Female,40-44,136906
2010,amind,Female,45-49,141102
2010,amind,Female,5-9,177914
2010,amind,Female,50-54,125565
2010,amind,Female,55-59,98113
2010,amind,Female,60-64,72281
2010,amind,Female,65-69,49129
2010,amind,Female,70-74,34614
2010,amind,Female,75-79,23836
2010,amind,Female,80-84,15652
2010,amind,Female,85+,13435
2010,amind,Male,0,39004
2010,amind,Male,1-4,154003
2010,amind,Male,10-14,184330
2010,amind,Male,15-19,201012
2010,amind,Male,20-24,185895
2010,amind,Male,25-29,171260
2010,amind,Male,30-34,152833
2010,amind,Male,35-39,145198
2010,amind,Male,40-44,138554
2010,amind,Male,45-49,137820
2010,amind,Male,5-9,182844
2010,amind,Male,50-54,119034
2010,amind,Male,55-59,91388
2010,amind,Male,60-64,67586
2010,amind,Male,65-69,44370
2010,amind,Male,70-74,28782
2010,amind,Male,75-79,17711
2010,amind,Male,80-84,10361
2010,amind,Male,85+,6834
2010,asian,Female,0,112041
2010,asian,Female,1-4,459679
2010,asian,Female,10-14,536345
2010,asian,Female,15-19,564397
2010,asian,Female,20-24,637691
2010,asian,Female,25-29,748290
2010,asian,Female,30-34,743519
2010,asian,Female,35-39,756364
2010,asian,Female,40-44,664414
2010,asian,Female,45-49,628325
2010,asian,Female,5-9,565417
2010,asian,Female,50-54,571930
2010,asian,Female,55-59,495577
2010,asian,Female,60-64,384903
2010,asian,Female,65-69,269834
2010,asian,Female,70-74,202031
2010,asian,Female,75-79,152926
2010,asian,Female,80-84,106203
2010,asian,Female,85+,87988
2010,asian,Male,0,118574
2010,asian,Male,1-4,474588
2010,asian,Male,10-14,547628
2010,asian,Male,15-19,593891
2010,asian,Male,20-24,651671
2010,asian,Male,25-29,687786
2010,asian,Male,30-34,667168
2010,asian,Male,35-39,682542
2010,asian,Male,40-44,595693
2010,asian,Male,45-49,558965
2010,asian,Male,5-9,568118
2010,asian,Male,50-54,494370
2010,asian,Male,55-59,411530
2010,asian,Male,60-64,318540
2010,asian,Male,65-69,227312
2010,asian,Male,70-74,166173
2010,asian,Male,75-79,110218
2010,asian,Male,80-84,68533
2010,asian,Male,85+,52077
2010,black,Female,0,337020
2010,black,Female,1-4,1328982
2010,black,Female,10-14,1675398
2010,black,Female,15-19,1872421
2010,black,Female,20-24,1669196
2010,black,Female,25-29,1574460
2010,black,Female,30-34,1458464
2010,black,Female,35-39,1493256
2010,black,Female,40-44,1492077
2010,black,Female,45-49,1566586
2010,black,Female,5-9,1604711
2010,black,Female,50-54,1455726
2010,black,Female,55-59,1205624
2010,black,Female,60-64,903218
2010,black,Female,65-69,662149
2010,black,Female,70-74,503540
2010,black,Female,75-79,385738
2010,black,Female,80-84,282112
2010,black,Female,85+,273838
2010,black,Male,0,346752
2010,black,Male,1-4,1374554
2010,black,Male,10-14,1736232
2010,black,Male,15-19,1933253
2010,black,Male,20-24,1638692
2010,black,Male,25-29,1452008
2010,black,Male,30-34,1306441
2010,black,Male,35-39,1324479
2010,black,Male,40-44,1333435
2010,black,Male,45-49,1392439
2010,black,Male,5-9,1658293
2010,black,Male,50-54,1279770
2010,black,Male,55-59,1017966
2010,black,Male,60-64,735452
2010,black,Male,65-69,505725
2010,black,Male,70-74,358132
2010,black,Male,75-79,240178
2010,black,Male,80-84,147980
2010,black,Male,85+,106153
2010,latino,Female,0,445015
2010,latino,Female,1-4,1757977
2010,latino,Female,10-14,1926970
2010,latino,Female,15-19,1904381
2010,latino,Female,20-24,1741423
2010,latino,Female,25-29,1797409
2010,latino,Female,30-34,1740859
2010,latino,Female,35-39,1677161
2010,latino,Female,40-44,1485514
2010,latino,Female,45-49,1321313
2010,latino,Female,5-9,2028105
2010,latino,Female,50-54,1071105
2010,latino,Female,55-59,836656
2010,latino,Female,60-64,631689
2010,latino,Female,65-69,461774
2010,latino,Female,70-74,355712
2010,latino,Female,75-79,269915
2010,latino,Female,80-84,190892
2010,latino,Female,85+,156379
2010,latino,Male,0,460461
2010,latino,Male,1-4,1832940
2010,latino,Male,10-14,2014172
2010,latino,Male,15-19,2057915
2010,latino,Male,20-24,2014505
2010,latino,Male,25-29,2038899
2010,latino,Male,30-34,1904709
2010,latino,Male,35-39,1773991
2010,latino,Male,40-44,1567839
2010,latino,Male,45-49,1353948
2010,latino,Male,5-9,2114287
2010,latino,Male,50-54,1054398
2010,latino,Male,55-59,778288
2010,latino,Male,60-64,560475
2010,latino,Male,65-69,379365
2010,latino,Male,70-74,275434
2010,latino,Male,75-79,193663
2010,latino,Male,80-84,124837
2010,latino,Male,85+,83948
2010,white,Female,0,1026594
2010,white,Female,1-4,4247399
2010,white,Female,10-14,5769939
2010,white,Female,15-19,6273119
2010,white,Female,20-24,6242470
2010,white,Female,25-29,6187365
2010,white,Female,30-34,5711854
2010,white,Female,35-39,6223437
2010,white,Female,40-44,6770530
2010,white,Female,45-49,7919248
2010,white,Female,5-9,5498597
2010,white,Female,50-54,7996954
2010,white,Female,55-59,7310247
2010,white,Female,60-64,6391233
2010,white,Female,65-69,4964992
2010,white,Female,70-74,3871382
2010,white,Female,75-79,3303365
2010,white,Female,80-84,2860001
2010,white,Female,85+,3100314
2010,white,Male,0,1079627
2010,white,Male,1-4,4461586
2010,white,Male,10-14,6089470
2010,white,Male,15-19,6602168
2010,white,Male,20-24,6433946
2010,white,Male,25-29,6261404
2010,white,Male,30-34,5813404
2010,white,Male,35-39,6289417
2010,white,Male,40-44,6795053
2010,white,Male,45-49,7842499
2010,white,Male,5-9,5784213
2010,white,Male,50-54,7835991
2010,white,Male,55-59,7035214
2010,white,Male,60-64,6059620
2010,white,Male,65-69,4527727
2010,white,Male,70-74,3344922
2010,white,Male,75-79,2597514
2010,white,Male,80-84,1921140
2010,white,Male,85+,1486335
2011,amind,Female,0,38274
2011,amind,Female,1-4,154864
2011,amind,Female,10-14,183532
2011,amind,Female,15-19,190755
2011,amind,Female,20-24,174084
2011,amind,Female,25-29,164329
2011,amind,Female,30-34,152097
2011,amind,Female,35-39,143476
2011,amind,Female,40-44,138681
2011,amind,Female,45-49,142994
2011,amind,Female,5-9,186577
2011,amind,Female,50-54,131048
2011,amind,Female,55-59,103190
2011,amind,Female,60-64,77803
2011,amind,Female,65-69,52129
2011,amind,Female,70-74,36307
2011,amind,Female,75-79,24951
2011,amind,Female,80-84,16343
2011,amind,Female,85+,14262
2011,amind,Male,0,39027
2011,amind,Male,1-4,159936
2011,amind,Male,10-14,189142
2011,amind,Male,15-19,201036
2011,amind,Male,20-24,190982
2011,amind,Male,25-29,176384
2011,amind,Male,30-34,161044
2011,amind,Male,35-39,148447
2011,amind,Male,40-44,141668
2011,amind,Male,45-49,140678
2011,amind,Male,5-9,191099
2011,amind,Male,50-54,124508
2011,amind,Male,55-59,96279
2011,amind,Male,60-64,72963
2011,amind,Male,65-69,46723
2011,amind,Male,70-74,30581
2011,amind,Male,75-79,18561
2011,amind,Male,80-84,10950
2011,amind,Male,85+,7423
2011,asian,Female,0,109865
2011,asian,Female,1-4,464641
2011,asian,Female,10-14,551103
2011,asian,Female,15-19,575935
2011,asian,Female,20-24,658511
2011,asian,Female,25-29,753535
2011,asian,Female,30-34,758636
2011,asian,Female,35-39,770843
2011,asian,Female,40-44,693964
2011,asian,Female,45-49,642196
2011,asian,Female,5-9,586864
2011,asian,Female,50-54,591000
2011,asian,Female,55-59,513614
2011,asian,Female,60-64,421159
2011,asian,Female,65-69,286310
2011,asian,Female,70-74,212881
2011,asian,Female,75-79,158048
2011,asian,Female,80-84,112253
2011,asian,Female,85+,95430
2011,asian,Male,0,116047
2011,asian,Male,1-4,481011
2011,asian,Male,10-14,561588
2011,asian,Male,15-19,604013
2011,asian,Male,20-24,674925
2011,asian,Male,25-29,695418
2011,asian,Male,30-34,675211
2011,asian,Male,35-39,692468
2011,asian,Male,40-44,619806
2011,asian,Male,45-49,572453
2011,asian,Male,5-9,589678
2011,asian,Male,50-54,512773
2011,asian,Male,55-59,427205
2011,asian,Male,60-64,346263
2011,asian,Male,65-69,238846
2011,asian,Male,70-74,176557
2011,asian,Male,75-79,116277
2011,asian,Male,80-84,72563
2011,asian,Male,85+,56045
2011,black,Female,0,329251
2011,black,Female,1-4,1345435
2011,black,Female,10-14,1672557
2011,black,Female,15-19,1849299
2011,black,Female,20-24,1729095
2011,black,Female,25-29,1574072
2011,black,Female,30-34,1504660
2011,black,Female,35-39,1472928
2011,black,Female,40-44,1485266
2011,black,Female,45-49,1564894
2011,black,Female,5-9,1619243
2011,black,Female,50-54,1496973
2011,black,Female,55-59,1248002
2011,black,Female,60-64,973662
2011,black,Female,65-69,684122
2011,black,Female,70-74,516274
2011,black,Female,75-79,391981
2011,black,Female,80-84,287062
2011,black,Female,85+,285781
2011,black,Male,0,340906
2011,black,Male,1-4,1389830
2011,black,Male,10-14,1731974
2011,black,Male,15-19,1913592
2011,black,Male,20-24,1694860
2011,black,Male,25-29,1460598
2011,black,Male,30-34,1357214
2011,black,Male,35-39,1305683
2011,black,Male,40-44,1330181
2011,black,Male,45-49,1393982
2011,black,Male,5-9,1674778
2011,black,Male,50-54,1319141
2011,black,Male,55-59,1057587
2011,black,Male,60-64,796121
2011,black,Male,65-69,524584
2011,black,Male,70-74,368374
2011,black,Male,75-79,246947
2011,black,Male,80-84,152163
2011,black,Male,85+,112174
2011,latino,Female,0,439759
2011,latino,Female,1-4,1768691
2011,latino,Female,10-14,1976209
2011,latino,Female,15-19,1946287
2011,latino,Female,20-24,1798553
2011,latino,Female,25-29,1809887
2011,latino,Female,30-34,1777644
2011,latino,Female,35-39,1709919
2011,latino,Female,40-44,1529119
2011,latino,Female,45-49,1363938
2011,latino,Female,5-9,2089875
2011,latino,Female,50-54,1128592
2011,latino,Female,55-59,880439
2011,latino,Female,60-64,677717
2011,latino,Female,65-69,486018
2011,latino,Female,70-74,369307
2011,latino,Female,75-79,279298
2011,latino,Female,80-84,201419
2011,latino,Female,85+,168175
2011,latino,Male,0,456247
2011,latino,Male,1-4,1842551
2011,latino,Male,10-14,2064110
2011,latino,Male,15-19,2090656
2011,latino,Male,20-24,2056720
2011,latino,Male,25-29,2038976
2011,latino,Male,30-34,1937997
2011,latino,Male,35-39,1795765
2011,latino,Male,40-44,1613548
2011,latino,Male,45-49,1398500
2011,latino,Male,5-9,2174095
2011,latino,Male,50-54,1114895
2011,latino,Male,55-59,824241
2011,latino,Male,60-64,602149
2011,latino,Male,65-69,402025
2011,latino,Male,70-74,287087
2011,latino,Male,75-79,201302
2011,latino,Male,80-84,132813
2011,latino,Male,85+,91103
2011,white,Female,0,1015816
2011,white,Female,1-4,4209536
2011,white,Female,10-14,5719089
2011,white,Female,15-19,6141021
2011,white,Female,20-24,6269218
2011,white,Female,25-29,6180766
2011,white,Female,30-34,5824434
2011,white,Female,35-39,5989298
2011,white,Female,40-44,6657992
2011,white,Female,45-49,7746887
2011,white,Female,5-9,5468308
2011,white,Female,50-54,8045468
2011,white,Female,55-59,7462193
2011,white,Female,60-64,6681405
2011,white,Female,65-69,5117656
2011,white,Female,70-74,3928429
2011,white,Female,75-79,3279073
2011,white,Female,80-84,2835530
2011,white,Female,85+,3169422
2011,white,Male,0,1066262
2011,white,Male,1-4,4420824
2011,white,Male,10-14,6031421
2011,white,Male,15-19,6468730
2011,white,Male,20-24,6455051
2011,white,Male,25-29,6289885
2011,white,Male,30-34,5920572
2011,white,Male,35-39,6050458
2011,white,Male,40-44,6695193
2011,white,Male,45-49,7670423
2011,white,Male,5-9,5750631
2011,white,Male,50-54,7888837
2011,white,Male,55-59,7182382
2011,white,Male,60-64,6340943
2011,white,Male,65-69,4682975
2011,white,Male,70-74,3410859
2011,white,Male,75-79,2603773
2011,white,Male,80-84,1938408
2011,white,Male,85+,1543319
2012,amind,Female,0,37294
2012,amind,Female,1-4,154633
2012,amind,Female,10-14,184500
2012,amind,Female,15-19,188304
2012,amind,Female,20-24,179546
2012,amind,Female,25-29,165423
2012,amind,Female,30-34,155787
2012,amind,Female,35-39,142696
2012,amind,Female,40-44,140394
2012,amind,Female,45-49,141760
2012,amind,Female,5-9,188094
2012,amind,Female,50-54,134274
2012,amind,Female,55-59,108445
2012,amind,Female,60-64,83353
2012,amind,Female,65-69,54866
2012,amind,Female,70-74,38116
2012,amind,Female,75-79,26233
2012,amind,Female,80-84,17073
2012,amind,Female,85+,15285
2012,amind,Male,0,38361
2012,amind,Male,1-4,159026
2012,amind,Male,10-14,189509
2012,amind,Male,15-19,197343
2012,amind,Male,20-24,195831
2012,amind,Male,25-29,178565
2012,amind,Male,30-34,164573
2012,amind,Male,35-39,148314
2012,amind,Male,40-44,143466
2012,amind,Male,45-49,140697
2012,amind,Male,5-9,193012
2012,amind,Male,50-54,127699
2012,amind,Male,55-59,100984
2012,amind,Male,60-64,77693
2012,amind,Male,65-69,49074
2012,amind,Male,70-74,32431
2012,amind,Male,75-79,19797
2012,amind,Male,80-84,11453
2012,amind,Male,85+,8074
2012,asian,Female,0,106843
2012,asian,Female,1-4,469801
2012,asian,Female,10-14,565529
2012,asian,Female,15-19,577579
2012,asian,Female,20-24,684930
2012,asian,Female,25-29,771436
2012,asian,Female,30-34,784211
2012,asian,Female,35-39,781643
2012,asian,Female,40-44,727243
2012,asian,Female,45-49,657721
2012,asian,Female,5-9,596172
2012,asian,Female,50-54,602659
2012,asian,Female,55-59,537392
2012,asian,Female,60-64,450632
2012,asian,Female,65-69,305292
2012,asian,Female,70-74,225447
2012,asian,Female,75-79,165973
2012,asian,Female,80-84,118570
2012,asian,Female,85+,105055
2012,asian,Male,0,113538
2012,asian,Male,1-4,487523
2012,asian,Male,10-14,575324
2012,asian,Male,15-19,603390
2012,asian,Male,20-24,702151
2012,asian,Male,25-29,720603
2012,asian,Male,30-34,695148
2012,asian,Male,35-39,701780
2012,asian,Male,40-44,647251
2012,asian,Male,45-49,587466
2012,asian,Male,5-9,602164
2012,asian,Male,50-54,524477
2012,asian,Male,55-59,449281
2012,asian,Male,60-64,367377
2012,asian,Male,65-69,253353
2012,asian,Male,70-74,187006
2012,asian,Male,75-79,124564
2012,asian,Male,80-84,77525
2012,asian,Male,85+,61097
2012,black,Female,0,329022
2012,black,Female,1-4,1346442
2012,black,Female,10-14,1677773
2012,black,Female,15-19,1802631
2012,black,Female,20-24,1802145
2012,black,Female,25-29,1588551
2012,black,Female,30-34,1542747
2012,black,Female,35-39,1444162
2012,black,Female,40-44,1497285
2012,black,Female,45-49,1552354
2012,black,Female,5-9,1622881
2012,black,Female,50-54,1518358
2012,black,Female,55-59,1290969
2012,black,Female,60-64,1042868
2012,black,Female,65-69,705643
2012,black,Female,70-74,530967
2012,black,Female,75-79,403850
2012,black,Female,80-84,289518
2012,black,Female,85+,296651
2012,black,Male,0,341835
2012,black,Male,1-4,1392065
2012,black,Male,10-14,1737701
2012,black,Male,15-19,1871390
2012,black,Male,20-24,1785468
2012,black,Male,25-29,1487560
2012,black,Male,30-34,1396290
2012,black,Male,35-39,1283298
2012,black,Male,40-44,1335750
2012,black,Male,45-49,1383474
2012,black,Male,5-9,1676383
2012,black,Male,50-54,1338209
2012,black,Male,55-59,1097621
2012,black,Male,60-64,850573
2012,black,Male,65-69,543717
2012,black,Male,70-74,379168
2012,black,Male,75-79,257275
2012,black,Male,80-84,155071
2012,black,Male,85+,118352
2012,latino,Female,0,447659
2012,latino,Female,1-4,1776782
2012,latino,Female,10-14,2014845
2012,latino,Female,15-19,1966694
2012,latino,Female,20-24,1855375
2012,latino,Female,25-29,1820179
2012,latino,Female,30-34,1809094
2012,latino,Female,35-39,1730930
2012,latino,Female,40-44,1580940
2012,latino,Female,45-49,1401962
2012,latino,Female,5-9,2127691
2012,latino,Female,50-54,1176115
2012,latino,Female,55-59,929501
2012,latino,Female,60-64,718169
2012,latino,Female,65-69,514191
2012,latino,Female,70-74,384300
2012,latino,Female,75-79,289794
2012,latino,Female,80-84,210871
2012,latino,Female,85+,183354
2012,latino,Male,0,465842
2012,latino,Male,1-4,1847818
2012,latino,Male,10-14,2097088
2012,latino,Male,15-19,2096834
2012,latino,Male,20-24,2089386
2012,latino,Male,25-29,2051921
2012,latino,Male,30-34,1973204
2012,latino,Male,35-39,1817030
2012,latino,Male,40-44,1656520
2012,latino,Male,45-49,1444348
2012,latino,Male,5-9,2212000
2012,latino,Male,50-54,1165550
2012,latino,Male,55-59,872058
2012,latino,Male,60-64,642123
2012,latino,Male,65-69,427693
2012,latino,Male,70-74,298921
2012,latino,Male,75-79,209205
2012,latino,Male,80-84,139891
2012,latino,Male,85+,100289
2012,white,Female,0,1013788
2012,white,Female,1-4,4160702
2012,white,Female,10-14,5684120
2012,white,Female,15-19,6004641
2012,white,Female,20-24,6335084
2012,white,Female,25-29,6192963
2012,white,Female,30-34,5952718
2012,white,Female,35-39,5748601
2012,white,Female,40-44,6637300
2012,white,Female,45-49,7462996
2012,white,Female,5-9,5416444
2012,white,Female,50-54,8071210
2012,white,Female,55-59,7580151
2012,white,Female,60-64,6977108
2012,white,Female,65-69,5227801
2012,white,Female,70-74,4027289
2012,white,Female,75-79,3270582
2012,white,Female,80-84,2807893
2012,white,Female,85+,3217212
2012,white,Male,0,1068789
2012,white,Male,1-4,4364883
2012,white,Male,10-14,5987822
2012,white,Male,15-19,6351562
2012,white,Male,20-24,6532463
2012,white,Male,25-29,6308743
2012,white,Male,30-34,6047711
2012,white,Male,35-39,5809297
2012,white,Male,40-44,6680013
2012,white,Male,45-49,7399480
2012,white,Male,5-9,5697951
2012,white,Male,50-54,7914215
2012,white,Male,55-59,7297377
2012,white,Male,60-64,6607645
2012,white,Male,65-69,4801210
2012,white,Male,70-74,3506661
2012,white,Male,75-79,2622002
2012,white,Male,80-84,1952022
2012,white,Male,85+,1596523
2013,amind,Female,0,37986
2013,amind,Female,1-4,152665
2013,amind,Female,10-14,184799
2013,amind,Female,15-19,185596
2013,amind,Female,20-24,185483
2013,amind,Female,25-29,166385
2013,amind,Female,30-34,158592
2013,amind,Female,35-39,143947
2013,amind,Female,40-44,141607
2013,amind,Female,45-49,139923
2013,amind,Female,5-9,190692
2013,amind,Female,50-54,136653
2013,amind,Female,55-59,113992
2013,amind,Female,60-64,86165
2013,amind,Female,65-69,60054
2013,amind,Female,70-74,40223
2013,amind,Female,75-79,27424
2013,amind,Female,80-84,17817
2013,amind,Female,85+,16460
2013,amind,Male,0,39388
2013,amind,Male,1-4,156585
2013,amind,Male,10-14,189654
2013,amind,Male,15-19,192930
2013,amind,Male,20-24,201603
2013,amind,Male,25-29,180329
2013,amind,Male,30-34,167882
2013,amind,Male,35-39,149931
2013,amind,Male,40-44,145498
2013,amind,Male,45-49,139641
2013,amind,Male,5-9,195908
2013,amind,Male,50-54,130144
2013,amind,Male,55-59,106482
2013,amind,Male,60-64,79313
2013,amind,Male,65-69,54189
2013,amind,Male,70-74,34489
2013,amind,Male,75-79,21060
2013,amind,Male,80-84,12041
2013,amind,Male,85+,8801
2013,asian,Female,0,110507
2013,asian,Female,1-4,469527
2013,asian,Female,10-14,577313
2013,asian,Female,15-19,585398
2013,asian,Female,20-24,704660
2013,asian,Female,25-29,784740
2013,asian,Female,30-34,814782
2013,asian,Female,35-39,792365
2013,asian,Female,40-44,765394
2013,asian,Female,45-49,670891
2013,asian,Female,5-9,609524
2013,asian,Female,50-54,615779
2013,asian,Female,55-59,559146
2013,asian,Female,60-64,470423
2013,asian,Female,65-69,332924
2013,asian,Female,70-74,240287
2013,asian,Female,75-79,174873
2013,asian,Female,80-84,124580
2013,asian,Female,85+,115182
2013,asian,Male,0,116755
2013,asian,Male,1-4,488765
2013,asian,Male,10-14,586559
2013,asian,Male,15-19,607827
2013,asian,Male,20-24,725816
2013,asian,Male,25-29,741418
2013,asian,Male,30-34,725339
2013,asian,Male,35-39,708335
2013,asian,Male,40-44,679401
2013,asian,Male,45-49,597734
2013,asian,Male,5-9,620099
2013,asian,Male,50-54,538125
2013,asian,Male,55-59,469728
2013,asian,Male,60-64,382695
2013,asian,Male,65-69,274318
2013,asian,Male,70-74,198296
2013,asian,Male,75-79,133808
2013,asian,Male,80-84,82682
2013,asian,Male,85+,66796
2013,black,Female,0,328225
2013,black,Female,1-4,1338513
2013,black,Female,10-14,1673166
2013,black,Female,15-19,1762398
2013,black,Female,20-24,1865099
2013,black,Female,25-29,1607022
2013,black,Female,30-34,1571564
2013,black,Female,35-39,1442783
2013,black,Female,40-44,1506351
2013,black,Female,45-49,1532673
2013,black,Female,5-9,1644293
2013,black,Female,50-54,1527273
2013,black,Female,55-59,1343814
2013,black,Female,60-64,1078205
2013,black,Female,65-69,756867
2013,black,Female,70-74,550526
2013,black,Female,75-79,413372
2013,black,Female,80-84,293783
2013,black,Female,85+,307809
2013,black,Male,0,340943
2013,black,Male,1-4,1383612
2013,black,Male,10-14,1731620
2013,black,Male,15-19,1828698
2013,black,Male,20-24,1872558
2013,black,Male,25-29,1521532
2013,black,Male,30-34,1430079
2013,black,Male,35-39,1283854
2013,black,Male,40-44,1342834
2013,black,Male,45-49,1364392
2013,black,Male,5-9,1699909
2013,black,Male,50-54,1346554
2013,black,Male,55-59,1146283
2013,black,Male,60-64,876867
2013,black,Male,65-69,585173
2013,black,Male,70-74,394865
2013,black,Male,75-79,266122
2013,black,Male,80-84,159409
2013,black,Male,85+,124950
2013,latino,Female,0,434238
2013,latino,Female,1-4,1780787
2013,latino,Female,10-14,2047613
2013,latino,Female,15-19,1976316
2013,latino,Female,20-24,1918248
2013,latino,Female,25-29,1823648
2013,latino,Female,30-34,1838729
2013,latino,Female,35-39,1754843
2013,latino,Female,40-44,1630601
2013,latino,Female,45-49,1435497
2013,latino,Female,5-9,2176098
2013,latino,Female,50-54,1222955
2013,latino,Female,55-59,982156
2013,latino,Female,60-64,748028
2013,latino,Female,65-69,553443
2013,latino,Female,70-74,401229
2013,latino,Female,75-79,301098
2013,latino,Female,80-84,219536
2013,latino,Female,85+,198702
2013,latino,Male,0,450705
2013,latino,Male,1-4,1851622
2013,latino,Male,10-14,2124920
2013,latino,Male,15-19,2092770
2013,latino,Male,20-24,2135118
2013,latino,Male,25-29,2057575
2013,latino,Male,30-34,2010493
2013,latino,Male,35-39,1844268
2013,latino,Male,40-44,1699604
2013,latino,Male,45-49,1481203
2013,latino,Male,5-9,2261562
2013,latino,Male,50-54,1217757
2013,latino,Male,55-59,924689
2013,latino,Male,60-64,670897
2013,latino,Male,65-69,464187
2013,latino,Male,70-74,312962
2013,latino,Male,75-79,218015
2013,latino,Male,80-84,146056
2013,latino,Male,85+,109939
2013,white,Female,0,1007843
2013,white,Female,1-4,4110796
2013,white,Female,10-14,5627671
2013,white,Female,15-19,5900722
2013,white,Female,20-24,6372443
2013,white,Female,25-29,6185903
2013,white,Female,30-34,6051269
2013,white,Female,35-39,5660156
2013,white,Female,40-44,6539157
2013,white,Female,45-49,7195353
2013,white,Female,5-9,5394963
2013,white,Female,50-54,8004467
2013,white,Female,55-59,7710847
2013,white,Female,60-64,6901439
2013,white,Female,65-69,5674230
2013,white,Female,70-74,4185265
2013,white,Female,75-79,3283886
2013,white,Female,80-84,2768986
2013,white,Female,85+,3273269
2013,white,Male,0,1059896
2013,white,Male,1-4,4315805
2013,white,Male,10-14,5928307
2013,white,Male,15-19,6240443
2013,white,Male,20-24,6610581
2013,white,Male,25-29,6325847
2013,white,Male,30-34,6151953
2013,white,Male,35-39,5726626
2013,white,Male,40-44,6590847
2013,white,Male,45-49,7146272
2013,white,Male,5-9,5674366
2013,white,Male,50-54,7848776
2013,white,Male,55-59,7423036
2013,white,Male,60-64,6526228
2013,white,Male,65-69,5233068
2013,white,Male,70-74,3658811
2013,white,Male,75-79,2654707
2013,white,Male,80-84,1955550
2013,white,Male,85+,1656269
2014,amind,Female,0,37499
2014,amind,Female,1-4,151563
2014,amind,Female,10-14,184847
2014,amind,Female,15-19,184000
2014,amind,Female,20-24,189689
2014,amind,Female,25-29,167754
2014,amind,Female,30-34,161528
2014,amind,Female,35-39,145648
2014,amind,Female,40-44,142645
2014,amind,Female,45-49,138144
2014,amind,Female,5-9,192843
2014,amind,Female,50-54,138553
2014,amind,Female,55-59,118717
2014,amind,Female,60-64,90032
2014,amind,Female,65-69,64384
2014,amind,Female,70-74,42754
2014,amind,Female,75-79,28960
2014,amind,Female,80-84,18666
2014,amind,Female,85+,17592
2014,amind,Male,0,38842
2014,amind,Male,1-4,155732
2014,amind,Male,10-14,189860
2014,amind,Male,15-19,190306
2014,amind,Male,20-24,204515
2014,amind,Male,25-29,182700
2014,amind,Male,30-34,172071
2014,amind,Male,35-39,152098
2014,amind,Male,40-44,146305
2014,amind,Male,45-49,138669
2014,amind,Male,5-9,198233
2014,amind,Male,50-54,132919
2014,amind,Male,55-59,110852
2014,amind,Male,60-64,82502
2014,amind,Male,65-69,58221
2014,amind,Male,70-74,36761
2014,amind,Male,75-79,22465
2014,amind,Male,80-84,12724
