year,race,sex,age,pop
2000,asian,Female,75-79,90322
2000,asian,Female,80-84,51442
2000,asian,Female,85+,37547
2000,asian,Male,0,83458
2000,asian,Male,1-4,339274
2000,asian,Male,10-14,422430
2000,asian,Male,15-19,444114
2000,asian,Male,20-24,469447
2000,asian,Male,25-29,534535
2000,asian,Male,30-34,492623
2000,asian,Male,35-39,484263
2000,asian,Male,40-44,437181
2000,asian,Male,45-49,371854
2000,asian,Male,5-9,425542
2000,asian,Male,50-54,302264
2000,asian,Male,55-59,212861
2000,asian,Male,60-64,166719
2000,asian,Male,65-69,125320
2000,asian,Male,70-74,96232
2000,asian,Male,75-79,69077
2000,asian,Male,80-84,36663
2000,asian,Male,85+,24548
2000,black,Female,0,297942
2000,black,Female,1-4,1226088
2000,black,Female,10-14,1600922
2000,black,Female,15-19,1532399
2000,black,Female,20-24,1400773
2000,black,Female,25-29,1427024
2000,black,Female,30-34,1458386
2000,black,Female,35-39,1564410
2000,black,Female,40-44,1468119
2000,black,Female,45-49,1229341
2000,black,Female,5-9,1718506
2000,black,Female,50-54,957589
2000,black,Female,55-59,722150
2000,black,Female,60-64,600993
2000,black,Female,65-69,519753
2000,black,Female,70-74,444367
2000,black,Female,75-79,349571
2000,black,Female,80-84,231410
2000,black,Female,85+,228287
2000,black,Male,0,307443
2000,black,Male,1-4,1264461
2000,black,Male,10-14,1650063
2000,black,Male,15-19,1567014
2000,black,Male,20-24,1330173
2000,black,Male,25-29,1291042
2000,black,Male,30-34,1308656
2000,black,Male,35-39,1387055
2000,black,Male,40-44,1291354
2000,black,Male,45-49,1060502
2000,black,Male,5-9,1773681
2000,black,Male,50-54,811874
2000,black,Male,55-59,589866
2000,black,Male,60-64,471350
2000,black,Male,65-69,385148
2000,black,Male,70-74,294812
2000,black,Male,75-79,210570
2000,black,Male,80-84,114685
2000,black,Male,85+,85342
2000,latino,Female,0,339561
2000,latino,Female,1-4,1282447
2000,latino,Female,10-14,1353296
2000,latino,Female,15-19,1326475
2000,latino,Female,20-24,1359942
2000,latino,Female,25-29,1392152
2000,latino,Female,30-34,1320273
2000,latino,Female,35-39,1211955
2000,latino,Female,40-44,1001375
2000,latino,Female,45-49,784645
2000,latino,Female,5-9,1568615
2000,latino,Female,50-54,615108
2000,latino,Female,55-59,450395
2000,latino,Female,60-64,366955
2000,latino,Female,65-69,302415
2000,latino,Female,70-74,247623
2000,latino,Female,75-79,172699
2000,latino,Female,80-84,101663
2000,latino,Female,85+,91836
2000,latino,Male,0,355857
2000,latino,Male,1-4,1342002
2000,latino,Male,10-14,1417670
2000,latino,Male,15-19,1514225
2000,latino,Male,20-24,1658171
2000,latino,Male,25-29,1649182
2000,latino,Male,30-34,1525212
2000,latino,Male,35-39,1330284
2000,latino,Male,40-44,1051048
2000,latino,Male,45-49,781630
2000,latino,Male,5-9,1639318
2000,latino,Male,50-54,585771
2000,latino,Male,55-59,407139
2000,latino,Male,60-64,317146
2000,latino,Male,65-69,245544
2000,latino,Male,70-74,187366
2000,latino,Male,75-79,122632
2000,latino,Male,80-84,60934
2000,latino,Male,85+,44495
2000,white,Female,0,1111605
2000,white,Female,1-4,4552497
2000,white,Female,10-14,6360874
2000,white,Female,15-19,6343608
2000,white,Female,20-24,5764304
2000,white,Female,25-29,6211495
2000,white,Female,30-34,6833145
2000,white,Female,35-39,8063922
2000,white,Female,40-44,8131895
2000,white,Female,45-49,7453748
2000,white,Female,5-9,6218631
2000,white,Female,50-54,6654988
2000,white,Female,55-59,5303245
2000,white,Female,60-64,4417398
2000,white,Female,65-69,4128898
2000,white,Female,70-74,4138635
2000,white,Female,75-79,3702781
2000,white,Female,80-84,2686067
2000,white,Female,85+,2594673
2000,white,Male,0,1171944
2000,white,Male,1-4,4797318
2000,white,Male,10-14,6722954
2000,white,Male,15-19,6658678
2000,white,Male,20-24,5917158
2000,white,Male,25-29,6291780
2000,white,Male,30-34,6919823
2000,white,Male,35-39,8092269
2000,white,Male,40-44,8116052
2000,white,Male,45-49,7367292
2000,white,Male,5-9,6567383
2000,white,Male,50-54,6512010
2000,white,Male,55-59,5062719
2000,white,Male,60-64,4089495
2000,white,Male,65-69,3619385
2000,white,Male,70-74,3298475
2000,white,Male,75-79,2598489
2000,white,Male,80-84,1584636
2000,white,Male,85+,1035110
2001,amind,Female,0,26873
2001,amind,Female,1-4,105057
2001,amind,Female,10-14,148565
2001,amind,Female,15-19,139216
2001,amind,Female,20-24,117223
2001,amind,Female,25-29,109310
2001,amind,Female,30-34,110250
2001,amind,Female,35-39,121161
2001,amind,Female,40-44,115673
2001,amind,Female,45-49,97362
2001,amind,Female,5-9,144326
2001,amind,Female,50-54,78216
2001,amind,Female,55-59,54918
2001,amind,Female,60-64,40507
2001,amind,Female,65-69,30739
2001,amind,Female,70-74,23477
2001,amind,Female,75-79,17206
2001,amind,Female,80-84,10542
2001,amind,Female,85+,9644
2001,amind,Male,0,27890
2001,amind,Male,1-4,108907
2001,amind,Male,10-14,153336
2001,amind,Male,15-19,146837
2001,amind,Male,20-24,127089
2001,amind,Male,25-29,115706
2001,amind,Male,30-34,113115
2001,amind,Male,35-39,119012
2001,amind,Male,40-44,110086
2001,amind,Male,45-49,92110
2001,amind,Male,5-9,147760
2001,amind,Male,50-54,74473
2001,amind,Male,55-59,51338
2001,amind,Male,60-64,37527
2001,amind,Male,65-69,26213
2001,amind,Male,70-74,18690
2001,amind,Male,75-79,12137
2001,amind,Male,80-84,6251
2001,amind,Male,85+,4579
2001,asian,Female,0,84314
2001,asian,Female,1-4,340697
2001,asian,Female,10-14,412977
2001,asian,Female,15-19,442223
2001,asian,Female,20-24,486426
2001,asian,Female,25-29,573751
2001,asian,Female,30-34,556546
2001,asian,Female,35-39,533091
2001,asian,Female,40-44,503881
2001,asian,Female,45-49,449969
2001,asian,Female,5-9,418723
2001,asian,Female,50-54,377604
2001,asian,Female,55-59,257310
2001,asian,Female,60-64,202207
2001,asian,Female,65-69,169609
2001,asian,Female,70-74,139920
2001,asian,Female,75-79,97707
2001,asian,Female,80-84,57486
2001,asian,Female,85+,42191
2001,asian,Male,0,88613
2001,asian,Male,1-4,344298
2001,asian,Male,10-14,436796
2001,asian,Male,15-19,461563
2001,asian,Male,20-24,488994
2001,asian,Male,25-29,557929
2001,asian,Male,30-34,532101
2001,asian,Male,35-39,503557
2001,asian,Male,40-44,456483
2001,asian,Male,45-49,392034
2001,asian,Male,5-9,438090
2001,asian,Male,50-54,326701
2001,asian,Male,55-59,228401
2001,asian,Male,60-64,179020
2001,asian,Male,65-69,132697
2001,asian,Male,70-74,102177
2001,asian,Male,75-79,73831
2001,asian,Male,80-84,40084
2001,asian,Male,85+,27498
2001,black,Female,0,306024
2001,black,Female,1-4,1223253
2001,black,Female,10-14,1655864
2001,black,Female,15-19,1541219
2001,black,Female,20-24,1446204
2001,black,Female,25-29,1410678
2001,black,Female,30-34,1449432
2001,black,Female,35-39,1563570
2001,black,Female,40-44,1499536
2001,black,Female,45-49,1273509
2001,black,Female,5-9,1699227
2001,black,Female,50-54,1024668
2001,black,Female,55-59,746419
2001,black,Female,60-64,614662
2001,black,Female,65-69,522815
2001,black,Female,70-74,451131
2001,black,Female,75-79,354184
2001,black,Female,80-84,237066
2001,black,Female,85+,233513
2001,black,Male,0,316393
2001,black,Male,1-4,1264856
2001,black,Male,10-14,1706136
2001,black,Male,15-19,1580605
2001,black,Male,20-24,1375536
2001,black,Male,25-29,1276562
2001,black,Male,30-34,1302798
2001,black,Male,35-39,1386573
2001,black,Male,40-44,1325872
2001,black,Male,45-49,1104768
2001,black,Male,5-9,1755121
2001,black,Male,50-54,875433
2001,black,Male,55-59,611960
2001,black,Male,60-64,486316
2001,black,Male,65-69,386372
2001,black,Male,70-74,300824
2001,black,Male,75-79,213386
2001,black,Male,80-84,119675
2001,black,Male,85+,86549
2001,latino,Female,0,355080
2001,latino,Female,1-4,1323152
2001,latino,Female,10-14,1440071
2001,latino,Female,15-19,1376554
2001,latino,Female,20-24,1427554
2001,latino,Female,25-29,1455736
2001,latino,Female,30-34,1362556
2001,latino,Female,35-39,1263537
2001,latino,Female,40-44,1058741
2001,latino,Female,45-49,835035
2001,latino,Female,5-9,1630979
2001,latino,Female,50-54,661117
2001,latino,Female,55-59,479045
2001,latino,Female,60-64,382467
2001,latino,Female,65-69,314764
2001,latino,Female,70-74,259676
2001,latino,Female,75-79,184056
2001,latino,Female,80-84,107929
2001,latino,Female,85+,96934
2001,latino,Male,0,372506
2001,latino,Male,1-4,1383376
2001,latino,Male,10-14,1508254
2001,latino,Male,15-19,1575365
2001,latino,Male,20-24,1761800
2001,latino,Male,25-29,1722083
2001,latino,Male,30-34,1574535
2001,latino,Male,35-39,1390689
2001,latino,Male,40-44,1116654
2001,latino,Male,45-49,837631
2001,latino,Male,5-9,1707302
2001,latino,Male,50-54,631870
2001,latino,Male,55-59,435104
2001,latino,Male,60-64,330848
2001,latino,Male,65-69,255692
2001,latino,Male,70-74,197968
2001,latino,Male,75-79,131107
2001,latino,Male,80-84,65950
2001,latino,Male,85+,47433
2001,white,Female,0,1109531
2001,white,Female,1-4,4493693
2001,white,Female,10-14,6405577
2001,white,Female,15-19,6355720
2001,white,Female,20-24,5872407
2001,white,Female,25-29,5982898
2001,white,Female,30-34,6716409
2001,white,Female,35-39,7876392
2001,white,Female,40-44,8173725
2001,white,Female,45-49,7610259
2001,white,Female,5-9,6091240
2001,white,Female,50-54,6934457
2001,white,Female,55-59,5470917
2001,white,Female,60-64,4456363
2001,white,Female,65-69,4087505
2001,white,Female,70-74,4075690
2001,white,Female,75-79,3728584
2001,white,Female,80-84,2718504
2001,white,Female,85+,2644279
2001,white,Male,0,1168732
2001,white,Male,1-4,4735048
2001,white,Male,10-14,6770120
2001,white,Male,15-19,6675653
2001,white,Male,20-24,6013434
2001,white,Male,25-29,6075610
2001,white,Male,30-34,6806492
2001,white,Male,35-39,7893270
2001,white,Male,40-44,8157340
2001,white,Male,45-49,7526850
2001,white,Male,5-9,6431084
2001,white,Male,50-54,6794908
2001,white,Male,55-59,5230525
2001,white,Male,60-64,4133212
2001,white,Male,65-69,3597503
2001,white,Male,70-74,3290475
2001,white,Male,75-79,2626421
2001,white,Male,80-84,1621053
2001,white,Male,85+,1069852
2002,amind,Female,0,28400
2002,amind,Female,1-4,106459
2002,amind,Female,10-14,155073
2002,amind,Female,15-19,145669
2002,amind,Female,20-24,123682
2002,amind,Female,25-29,110697
2002,amind,Female,30-34,114208
2002,amind,Female,35-39,122442
2002,amind,Female,40-44,120439
2002,amind,Female,45-49,102614
2002,amind,Female,5-9,142744
2002,amind,Female,50-54,84309
2002,amind,Female,55-59,57821
2002,amind,Female,60-64,42501
2002,amind,Female,65-69,32286
2002,amind,Female,70-74,24147
2002,amind,Female,75-79,17817
2002,amind,Female,80-84,11080
2002,amind,Female,85+,9784
2002,amind,Male,0,29088
2002,amind,Male,1-4,110252
2002,amind,Male,10-14,159022
2002,amind,Male,15-19,154800
2002,amind,Male,20-24,135058
2002,amind,Male,25-29,117448
2002,amind,Male,30-34,116320
2002,amind,Male,35-39,120525
2002,amind,Male,40-44,114422
2002,amind,Male,45-49,96728
2002,amind,Male,5-9,146805
2002,amind,Male,50-54,80161
2002,amind,Male,55-59,54056
2002,amind,Male,60-64,39532
2002,amind,Male,65-69,27659
2002,amind,Male,70-74,19445
2002,amind,Male,75-79,12674
2002,amind,Male,80-84,6623
2002,amind,Male,85+,4543
2002,asian,Female,0,94455
2002,asian,Female,1-4,348989
2002,asian,Female,10-14,427384
2002,asian,Female,15-19,448715
2002,asian,Female,20-24,517499
2002,asian,Female,25-29,595116
2002,asian,Female,30-34,589685
2002,asian,Female,35-39,551471
2002,asian,Female,40-44,518598
2002,asian,Female,45-49,472909
2002,asian,Female,5-9,432230
2002,asian,Female,50-54,406820
2002,asian,Female,55-59,276562
2002,asian,Female,60-64,214259
2002,asian,Female,65-69,177154
2002,asian,Female,70-74,146333
2002,asian,Female,75-79,104840
2002,asian,Female,80-84,62299
2002,asian,Female,85+,46224
2002,asian,Male,0,99547
2002,asian,Male,1-4,353518
2002,asian,Male,10-14,451794
2002,asian,Male,15-19,470747
2002,asian,Male,20-24,519136
2002,asian,Male,25-29,575020
2002,asian,Male,30-34,561933
2002,asian,Male,35-39,520741
2002,asian,Male,40-44,471149
2002,asian,Male,45-49,412660
2002,asian,Male,5-9,447826
2002,asian,Male,50-54,349077
2002,asian,Male,55-59,243339
2002,asian,Male,60-64,189958
2002,asian,Male,65-69,141432
2002,asian,Male,70-74,106971
2002,asian,Male,75-79,77194
2002,asian,Male,80-84,43554
2002,asian,Male,85+,29059
2002,black,Female,0,316708
2002,black,Female,1-4,1217652
2002,black,Female,10-14,1708798
2002,black,Female,15-19,1555227
2002,black,Female,20-24,1498468
2002,black,Female,25-29,1380095
2002,black,Female,30-34,1459320
2002,black,Female,35-39,1554419
2002,black,Female,40-44,1528203
2002,black,Female,45-49,1314452
2002,black,Female,5-9,1663799
2002,black,Female,50-54,1098498
2002,black,Female,55-59,770574
2002,black,Female,60-64,627585
2002,black,Female,65-69,535543
2002,black,Female,70-74,451033
2002,black,Female,75-79,361909
2002,black,Female,80-84,242527
2002,black,Female,85+,230714
2002,black,Male,0,326628
2002,black,Male,1-4,1259030
2002,black,Male,10-14,1761745
2002,black,Male,15-19,1608807
2002,black,Male,20-24,1433365
2002,black,Male,25-29,1245294
2002,black,Male,30-34,1305777
2002,black,Male,35-39,1380627
2002,black,Male,40-44,1351647
2002,black,Male,45-49,1143624
2002,black,Male,5-9,1717976
2002,black,Male,50-54,941429
2002,black,Male,55-59,634846
2002,black,Male,60-64,497250
2002,black,Male,65-69,398238
2002,black,Male,70-74,302854
2002,black,Male,75-79,217641
2002,black,Male,80-84,123098
2002,black,Male,85+,84375
2002,latino,Female,0,392900
2002,latino,Female,1-4,1356337
2002,latino,Female,10-14,1517706
2002,latino,Female,15-19,1413437
2002,latino,Female,20-24,1478305
2002,latino,Female,25-29,1493041
2002,latino,Female,30-34,1418792
2002,latino,Female,35-39,1309465
2002,latino,Female,40-44,1115138
2002,latino,Female,45-49,884393
2002,latino,Female,5-9,1653770
2002,latino,Female,50-54,704420
2002,latino,Female,55-59,510362
2002,latino,Female,60-64,397101
2002,latino,Female,65-69,326237
2002,latino,Female,70-74,269749
2002,latino,Female,75-79,194785
2002,latino,Female,80-84,116796
2002,latino,Female,85+,100574
2002,latino,Male,0,408588
2002,latino,Male,1-4,1421034
2002,latino,Male,10-14,1589223
2002,latino,Male,15-19,1612366
2002,latino,Male,20-24,1813574
2002,latino,Male,25-29,1763799
2002,latino,Male,30-34,1624362
2002,latino,Male,35-39,1441212
2002,latino,Male,40-44,1176925
2002,latino,Male,45-49,889088
2002,latino,Male,5-9,1729802
2002,latino,Male,50-54,677550
2002,latino,Male,55-59,464150
2002,latino,Male,60-64,344881
2002,latino,Male,65-69,264836
2002,latino,Male,70-74,206213
2002,latino,Male,75-79,138960
2002,latino,Male,80-84,72265
2002,latino,Male,85+,48728
2002,white,Female,0,1130442
2002,white,Female,1-4,4439099
2002,white,Female,10-14,6422508
2002,white,Female,15-19,6345849
2002,white,Female,20-24,6058996
2002,white,Female,25-29,5724164
2002,white,Female,30-34,6681925
2002,white,Female,35-39,7603713
2002,white,Female,40-44,8218541
2002,white,Female,45-49,7731581
2002,white,Female,5-9,5951755
2002,white,Female,50-54,7247085
2002,white,Female,55-59,5594077
2002,white,Female,60-64,4552724
2002,white,Female,65-69,4063398
2002,white,Female,70-74,4017246
2002,white,Female,75-79,3698808
2002,white,Female,80-84,2778872
2002,white,Female,85+,2664134
2002,white,Male,0,1185902
2002,white,Male,1-4,4673189
2002,white,Male,10-14,6785425
2002,white,Male,15-19,6700667
2002,white,Male,20-24,6179203
2002,white,Male,25-29,5814673
2002,white,Male,30-34,6779853
2002,white,Male,35-39,7631303
2002,white,Male,40-44,8200772
2002,white,Male,45-49,7650934
2002,white,Male,5-9,6286655
2002,white,Male,50-54,7097936
2002,white,Male,55-59,5363188
2002,white,Male,60-64,4230529
2002,white,Male,65-69,3595450
2002,white,Male,70-74,3277955
2002,white,Male,75-79,2630785
2002,white,Male,80-84,1681091
2002,white,Male,85+,1094359
2003,amind,Female,0,28652
2003,amind,Female,1-4,109688
2003,amind,Female,10-14,161271
2003,amind,Female,15-19,151482
2003,amind,Female,20-24,129594
2003,amind,Female,25-29,113998
2003,amind,Female,30-34,118014
2003,amind,Female,35-39,123478
2003,amind,Female,40-44,123875
2003,amind,Female,45-49,108155
2003,amind,Female,5-9,141309
2003,amind,Female,50-54,87802
2003,amind,Female,55-59,63498
2003,amind,Female,60-64,44829
2003,amind,Female,65-69,33537
2003,amind,Female,70-74,25120
2003,amind,Female,75-79,18430
2003,amind,Female,80-84,11670
2003,amind,Female,85+,9887
2003,amind,Male,0,29200
2003,amind,Male,1-4,113307
2003,amind,Male,10-14,164274
2003,amind,Male,15-19,161823
2003,amind,Male,20-24,142690
2003,amind,Male,25-29,121262
2003,amind,Male,30-34,119618
2003,amind,Male,35-39,120940
2003,amind,Male,40-44,118387
2003,amind,Male,45-49,102158
2003,amind,Male,5-9,145829
2003,amind,Male,50-54,82879
2003,amind,Male,55-59,59760
2003,amind,Male,60-64,41813
2003,amind,Male,65-69,29231
2003,amind,Male,70-74,20203
2003,amind,Male,75-79,13090
2003,amind,Male,80-84,7148
2003,amind,Male,85+,4570
2003,asian,Female,0,94612
2003,asian,Female,1-4,366460
2003,asian,Female,10-14,442607
2003,asian,Female,15-19,456048
2003,asian,Female,20-24,544768
2003,asian,Female,25-29,613160
2003,asian,Female,30-34,627335
2003,asian,Female,35-39,568529
2003,asian,Female,40-44,534290
2003,asian,Female,45-49,494347
2003,asian,Female,5-9,444431
2003,asian,Female,50-54,428341
2003,asian,Female,55-59,303842
2003,asian,Female,60-64,228212
2003,asian,Female,65-69,185619
2003,asian,Female,70-74,152094
2003,asian,Female,75-79,111159
2003,asian,Female,80-84,67661
2003,asian,Female,85+,50242
2003,asian,Male,0,99423
2003,asian,Male,1-4,372622
2003,asian,Male,10-14,468484
2003,asian,Male,15-19,479064
2003,asian,Male,20-24,546166
2003,asian,Male,25-29,586810
2003,asian,Male,30-34,595398
2003,asian,Male,35-39,532469
2003,asian,Male,40-44,486910
2003,asian,Male,45-49,432443
2003,asian,Male,5-9,455678
2003,asian,Male,50-54,366203
2003,asian,Male,55-59,264807
2003,asian,Male,60-64,201264
2003,asian,Male,65-69,151104
2003,asian,Male,70-74,111829
2003,asian,Male,75-79,80345
2003,asian,Male,80-84,47490
2003,asian,Male,85+,31004
2003,black,Female,0,308227
2003,black,Female,1-4,1228911
2003,black,Female,10-14,1753923
2003,black,Female,15-19,1578608
2003,black,Female,20-24,1534671
2003,black,Female,25-29,1373896
2003,black,Female,30-34,1469063
2003,black,Female,35-39,1533488
2003,black,Female,40-44,1542839
2003,black,Female,45-49,1366497
2003,black,Female,5-9,1627382
2003,black,Female,50-54,1140404
2003,black,Female,55-59,823084
2003,black,Female,60-64,646736
2003,black,Female,65-69,544119
2003,black,Female,70-74,453158
2003,black,Female,75-79,367320
2003,black,Female,80-84,248864
2003,black,Female,85+,229536
2003,black,Male,0,317650
2003,black,Male,1-4,1269501
2003,black,Male,10-14,1808689
2003,black,Male,15-19,1635301
2003,black,Male,20-24,1480959
2003,black,Male,25-29,1234955
2003,black,Male,30-34,1311880
2003,black,Male,35-39,1359435
2003,black,Male,40-44,1365042
2003,black,Male,45-49,1194678
2003,black,Male,5-9,1682240
2003,black,Male,50-54,976815
2003,black,Male,55-59,683307
2003,black,Male,60-64,512278
2003,black,Male,65-69,407500
2003,black,Male,70-74,306542
2003,black,Male,75-79,220314
2003,black,Male,80-84,127492
2003,black,Male,85+,83120
2003,latino,Female,0,403046
2003,latino,Female,1-4,1424812
2003,latino,Female,10-14,1595911
2003,latino,Female,15-19,1449844
2003,latino,Female,20-24,1527280
2003,latino,Female,25-29,1531883
2003,latino,Female,30-34,1475982
2003,latino,Female,35-39,1348455
2003,latino,Female,40-44,1170477
2003,latino,Female,45-49,939399
2003,latino,Female,5-9,1666876
2003,latino,Female,50-54,738164
2003,latino,Female,55-59,551718
2003,latino,Female,60-64,414539
2003,latino,Female,65-69,338560
2003,latino,Female,70-74,279322
2003,latino,Female,75-79,204567
2003,latino,Female,80-84,126757
2003,latino,Female,85+,104078
2003,latino,Male,0,417842
2003,latino,Male,1-4,1491337
2003,latino,Male,10-14,1671418
2003,latino,Male,15-19,1641511
2003,latino,Male,20-24,1864753
2003,latino,Male,25-29,1803683
2003,latino,Male,30-34,1680001
2003,latino,Male,35-39,1477057
2003,latino,Male,40-44,1237717
2003,latino,Male,45-49,947013
2003,latino,Male,5-9,1744035
2003,latino,Male,50-54,712570
2003,latino,Male,55-59,504047
2003,latino,Male,60-64,360510
2003,latino,Male,65-69,274793
2003,latino,Male,70-74,213253
2003,latino,Male,75-79,145722
2003,latino,Male,80-84,79734
2003,latino,Male,85+,50154
2003,white,Female,0,1098402
2003,white,Female,1-4,4434840
2003,white,Female,10-14,6417710
2003,white,Female,15-19,6345897
2003,white,Female,20-24,6179932
2003,white,Female,25-29,5615649
2003,white,Female,30-34,6579799
2003,white,Female,35-39,7329496
2003,white,Female,40-44,8164528
2003,white,Female,45-49,7877393
2003,white,Female,5-9,5819737
2003,white,Female,50-54,7177101
2003,white,Female,55-59,6059848
2003,white,Female,60-64,4717352
2003,white,Female,65-69,4061979
2003,white,Female,70-74,3943150
2003,white,Female,75-79,3667216
2003,white,Female,80-84,2840460
2003,white,Female,85+,2683703
2003,white,Male,0,1154407
2003,white,Male,1-4,4666253
2003,white,Male,10-14,6777134
2003,white,Male,15-19,6710792
2003,white,Male,20-24,6292952
2003,white,Male,25-29,5696044
2003,white,Male,30-34,6681216
2003,white,Male,35-39,7357871
2003,white,Male,40-44,8145366
2003,white,Male,45-49,7790205
2003,white,Male,5-9,6144900
2003,white,Male,50-54,7029627
2003,white,Male,55-59,5829156
2003,white,Male,60-64,4392732
2003,white,Male,65-69,3612039
2003,white,Male,70-74,3245383
2003,white,Male,75-79,2642298
2003,white,Male,80-84,1737127
2003,white,Male,85+,1122514
2004,amind,Female,0,29744
2004,amind,Female,1-4,113119
2004,amind,Female,10-14,165565
2004,amind,Female,15-19,156952
2004,amind,Female,20-24,136868
2004,amind,Female,25-29,117884
2004,amind,Female,30-34,121685
2004,amind,Female,35-39,124531
2004,amind,Female,40-44,127119
2004,amind,Female,45-49,113256
2004,amind,Female,5-9,141345
2004,amind,Female,50-54,92282
2004,amind,Female,55-59,68338
2004,amind,Female,60-64,47793
2004,amind,Female,65-69,35131
2004,amind,Female,70-74,26115
2004,amind,Female,75-79,19031
2004,amind,Female,80-84,12227
2004,amind,Female,85+,10129
2004,amind,Male,0,30240
2004,amind,Male,1-4,116442
2004,amind,Male,10-14,168122
2004,amind,Male,15-19,168047
2004,amind,Male,20-24,150736
2004,amind,Male,25-29,125405
2004,amind,Male,30-34,122900
2004,amind,Male,35-39,121353
2004,amind,Male,40-44,121990
2004,amind,Male,45-49,107678
2004,amind,Male,5-9,146421
2004,amind,Male,50-54,86838
2004,amind,Male,55-59,64292
2004,amind,Male,60-64,44538
2004,amind,Male,65-69,30976
2004,amind,Male,70-74,21006
2004,amind,Male,75-79,13674
2004,amind,Male,80-84,7520
2004,amind,Male,85+,4719
2004,asian,Female,0,99709
2004,asian,Female,1-4,382018
2004,asian,Female,10-14,455577
2004,asian,Female,15-19,467120
2004,asian,Female,20-24,565077
2004,asian,Female,25-29,629883
2004,asian,Female,30-34,655074
2004,asian,Female,35-39,585962
2004,asian,Female,40-44,555046
2004,asian,Female,45-49,514334
2004,asian,Female,5-9,454862
2004,asian,Female,50-54,448813
2004,asian,Female,55-59,334889
2004,asian,Female,60-64,241988
2004,asian,Female,65-69,193917
2004,asian,Female,70-74,158679
2004,asian,Female,75-79,117961
2004,asian,Female,80-84,73245
2004,asian,Female,85+,54439
2004,asian,Male,0,105754
2004,asian,Male,1-4,389770
2004,asian,Male,10-14,481522
2004,asian,Male,15-19,491272
2004,asian,Male,20-24,566661
2004,asian,Male,25-29,594324
2004,asian,Male,30-34,619527
2004,asian,Male,35-39,543828
2004,asian,Male,40-44,504892
2004,asian,Male,45-49,452318
2004,asian,Male,5-9,462293
2004,asian,Male,50-54,383286
2004,asian,Male,55-59,288197
2004,asian,Male,60-64,212336
2004,asian,Male,65-69,161159
2004,asian,Male,70-74,117378
2004,asian,Male,75-79,83591
2004,asian,Male,80-84,51529
2004,asian,Male,85+,32917
2004,black,Female,0,304284
2004,black,Female,1-4,1232025
2004,black,Female,10-14,1784918
2004,black,Female,15-19,1615115
2004,black,Female,20-24,1559339
2004,black,Female,25-29,1380225
2004,black,Female,30-34,1468003
2004,black,Female,35-39,1509449
2004,black,Female,40-44,1558049
2004,black,Female,45-49,1412383
2004,black,Female,5-9,1595563
2004,black,Female,50-54,1181524
2004,black,Female,55-59,872611
2004,black,Female,60-64,672417
2004,black,Female,65-69,554525
2004,black,Female,70-74,458172
2004,black,Female,75-79,371703
2004,black,Female,80-84,254948
2004,black,Female,85+,230168
2004,black,Male,0,315118
2004,black,Male,1-4,1271135
2004,black,Male,10-14,1844374
2004,black,Male,15-19,1666650
2004,black,Male,20-24,1513879
2004,black,Male,25-29,1235269
2004,black,Male,30-34,1304802
2004,black,Male,35-39,1336249
2004,black,Male,40-44,1374840
2004,black,Male,45-49,1239969
2004,black,Male,5-9,1648461
2004,black,Male,50-54,1013205
2004,black,Male,55-59,729106
2004,black,Male,60-64,533618
2004,black,Male,65-69,417661
2004,black,Male,70-74,312709
2004,black,Male,75-79,222467
2004,black,Male,80-84,131585
2004,black,Male,85+,83223
2004,latino,Female,0,412210
2004,latino,Female,1-4,1495312
2004,latino,Female,10-14,1666304
2004,latino,Female,15-19,1492727
2004,latino,Female,20-24,1568879
2004,latino,Female,25-29,1564842
2004,latino,Female,30-34,1525341
2004,latino,Female,35-39,1388320
2004,latino,Female,40-44,1227700
2004,latino,Female,45-49,989705
2004,latino,Female,5-9,1678679
2004,latino,Female,50-54,776925
2004,latino,Female,55-59,590778
2004,latino,Female,60-64,436633
2004,latino,Female,65-69,353121
2004,latino,Female,70-74,286927
2004,latino,Female,75-79,216081
2004,latino,Female,80-84,135554
2004,latino,Female,85+,109089
2004,latino,Male,0,427835
2004,latino,Male,1-4,1561572
2004,latino,Male,10-14,1745041
2004,latino,Male,15-19,1673946
2004,latino,Male,20-24,1900792
2004,latino,Male,25-29,1839062
2004,latino,Male,30-34,1720790
2004,latino,Male,35-39,1516605
2004,latino,Male,40-44,1293969
2004,latino,Male,45-49,1002438
2004,latino,Male,5-9,1757041
2004,latino,Male,50-54,750793
2004,latino,Male,55-59,542151
2004,latino,Male,60-64,378606
2004,latino,Male,65-69,288385
2004,latino,Male,70-74,218432
2004,latino,Male,75-79,153037
2004,latino,Male,80-84,87122
2004,latino,Male,85+,52905
2004,white,Female,0,1096687
2004,white,Female,1-4,4414219
2004,white,Female,10-14,6372511
2004,white,Female,15-19,6354653
2004,white,Female,20-24,6263560
2004,white,Female,25-29,5614270
2004,white,Female,30-34,6423715
2004,white,Female,35-39,7051839
2004,white,Female,40-44,8078688
2004,white,Female,45-49,7987587
2004,white,Female,5-9,5710798
2004,white,Female,50-54,7260110
2004,white,Female,55-59,6275340
2004,white,Female,60-64,4978632
2004,white,Female,65-69,4117012
2004,white,Female,70-74,3864603
2004,white,Female,75-79,3641206
2004,white,Female,80-84,2871201
2004,white,Female,85+,2724150
2004,white,Male,0,1154290
2004,white,Male,1-4,4640963
2004,white,Male,10-14,6731419
2004,white,Male,15-19,6710684
2004,white,Male,20-24,6365897
